P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_to_P2_relative_position_tag,P1_to_obs_1_relative_position_tag,P1_to_obs_2_relative_position_tag,P1_to_obs_3_relative_position_tag,P1_to_obs_4_relative_position_tag,P1_to_obs_5_relative_position_tag,P2_to_obs_1_relative_position_tag,P2_to_obs_2_relative_position_tag,P2_to_obs_3_relative_position_tag,P2_to_obs_4_relative_position_tag,P2_to_obs_5_relative_position_tag,P1_to_goal_relative_position_tag,P2_to_goal_relative_position_tag,P1_action,reward,timestamp_milliseconds
"(0, 1)","(43, 36)","(-122, 28)","(127.0, 0.0)","(104, 100)","(0.0, 197.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 267)","(-385, 266)","(0, 2)","(43, 37)","(-122, 29)","(127.0, 0.0)","(104, 101)","(0.0, 198.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 268)","(-385, 266)",3,200,10741
"(0, 2)","(43, 37)","(-122, 29)","(127.0, 0.0)","(104, 101)","(0.0, 198.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 268)","(-385, 266)","(0, 3)","(43, 38)","(-122, 30)","(127.0, 0.0)","(104, 102)","(0.0, 199.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 269)","(-385, 266)",3,200,10778
"(0, 3)","(43, 38)","(-122, 30)","(127.0, 0.0)","(104, 102)","(0.0, 199.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 269)","(-385, 266)","(0, 4)","(43, 39)","(-122, 31)","(127.0, 0.0)","(104, 103)","(0.0, 200.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 270)","(-385, 266)",3,200,10815
"(0, 4)","(43, 39)","(-122, 31)","(127.0, 0.0)","(104, 103)","(0.0, 200.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 270)","(-385, 266)","(0, 5)","(43, 40)","(-122, 32)","(127, 0)","(104, 104)","(0.0, 201.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 271)","(-385, 266)",3,200,10852
"(0, 5)","(43, 40)","(-122, 32)","(127, 0)","(104, 104)","(0.0, 201.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 271)","(-385, 266)","(0, 6)","(43, 41)","(-122, 33)","(127, 1)","(104, 105)","(0.0, 202.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 272)","(-385, 266)",3,200,10889
"(0, 6)","(43, 41)","(-122, 33)","(127, 1)","(104, 105)","(0.0, 202.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 272)","(-385, 266)","(0, 7)","(43, 42)","(-122, 34)","(127, 2)","(104, 106)","(0.0, 203.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 273)","(-385, 266)",3,200,10926
"(0, 7)","(43, 42)","(-122, 34)","(127, 2)","(104, 106)","(0.0, 203.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 273)","(-385, 266)","(0, 8)","(43, 43)","(-122, 35)","(127, 3)","(104, 107)","(0.0, 204.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 274)","(-385, 266)",3,200,10963
"(0, 8)","(43, 43)","(-122, 35)","(127, 3)","(104, 107)","(0.0, 204.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 274)","(-385, 266)","(0, 9)","(43, 44)","(127, 4)","(-122, 36)","(104, 108)","(0.0, 205.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 275)","(-385, 266)",3,200,11000
"(0, 9)","(43, 44)","(127, 4)","(-122, 36)","(104, 108)","(0.0, 205.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 275)","(-385, 266)","(0, 10)","(43, 45)","(127, 5)","(-122, 37)","(104, 109)","(0.0, 206.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 276)","(-385, 266)",3,200,11036
"(0, 10)","(43, 45)","(127, 5)","(-122, 37)","(104, 109)","(0.0, 206.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 276)","(-385, 266)","(0, 11)","(43, 46)","(127, 6)","(-122, 38)","(104, 110)","(0.0, 207.0)","(43, 35)","(-122, 27)","(127.0, 0.0)","(104, 99)","(0.0, 196.0)","(-385, 277)","(-385, 266)",3,200,11071
