P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_to_P2_relative_position_tag,P1_to_obs_1_relative_position_tag,P1_to_obs_2_relative_position_tag,P1_to_obs_3_relative_position_tag,P1_to_obs_4_relative_position_tag,P1_to_obs_5_relative_position_tag,P2_to_obs_1_relative_position_tag,P2_to_obs_2_relative_position_tag,P2_to_obs_3_relative_position_tag,P2_to_obs_4_relative_position_tag,P2_to_obs_5_relative_position_tag,P1_to_goal_relative_position_tag,P2_to_goal_relative_position_tag,P1_action,reward,timestamp_milliseconds
"(-11, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(67, -30)","(21, -117)","(0.0, -140.0)","(-159.0, 0.0)","(-22, -188)","(-11, -188)","(-12, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(68, -30)","(22, -117)","(0.0, -140.0)","(-158.0, 0.0)","(-22, -188)","(-10, -188)",4,200,6667
"(-12, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(68, -30)","(22, -117)","(0.0, -140.0)","(-158.0, 0.0)","(-22, -188)","(-10, -188)","(-13, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(69, -30)","(23, -117)","(0.0, -140.0)","(-157.0, 0.0)","(-22, -188)","(-9, -188)",4,200,6704
"(-13, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(69, -30)","(23, -117)","(0.0, -140.0)","(-157.0, 0.0)","(-22, -188)","(-9, -188)","(-14, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(70, -30)","(24, -117)","(0.0, -140.0)","(-156.0, 0.0)","(-22, -188)","(-8, -188)",4,200,6741
"(-14, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(70, -30)","(24, -117)","(0.0, -140.0)","(-156.0, 0.0)","(-22, -188)","(-8, -188)","(-15, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(71, -30)","(25, -117)","(0.0, -140.0)","(-155.0, 0.0)","(-22, -188)","(-7, -188)",4,200,6778
"(-15, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(71, -30)","(25, -117)","(0.0, -140.0)","(-155.0, 0.0)","(-22, -188)","(-7, -188)","(-16, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(72, -30)","(26, -117)","(0.0, -140.0)","(-154.0, 0.0)","(-22, -188)","(-6, -188)",4,200,6815
"(-16, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(72, -30)","(26, -117)","(0.0, -140.0)","(-154.0, 0.0)","(-22, -188)","(-6, -188)","(-17, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-22, -188)","(-5, -188)",4,200,6852
"(-17, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-22, -188)","(-5, -188)","(-18, 0)","(0.0, -11.0)","(55, -30)","(9, -117)","(-6, -140)","(-171.0, 0.0)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-23, -188)","(-5, -188)",4,200,6889
"(-18, 0)","(0.0, -11.0)","(55, -30)","(9, -117)","(-6, -140)","(-171.0, 0.0)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-23, -188)","(-5, -188)","(-19, 0)","(0.0, -11.0)","(54, -30)","(8, -117)","(-7, -140)","(-172.0, 0.0)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-24, -188)","(-5, -188)",0,200,7963
"(-19, 0)","(0.0, -11.0)","(54, -30)","(8, -117)","(-7, -140)","(-172.0, 0.0)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-24, -188)","(-5, -188)","(-20, 0)","(0.0, -11.0)","(53, -30)","(7, -117)","(-8, -140)","(-173.0, 0.0)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-25, -188)","(-5, -188)",0,200,8000
"(-20, 0)","(0.0, -11.0)","(53, -30)","(7, -117)","(-8, -140)","(-173.0, 0.0)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-25, -188)","(-5, -188)","(-21, 0)","(0.0, -11.0)","(52, -30)","(6, -117)","(-9, -140)","(-174.0, 0.0)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-26, -188)","(-5, -188)",0,200,8036
"(-21, 0)","(0.0, -11.0)","(52, -30)","(6, -117)","(-9, -140)","(-174.0, 0.0)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-26, -188)","(-5, -188)","(-22, 0)","(0.0, -11.0)","(51, -30)","(5, -117)","(-10, -140)","(116, -129)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-27, -188)","(-5, -188)",0,200,8071
"(-22, 0)","(0.0, -11.0)","(51, -30)","(5, -117)","(-10, -140)","(116, -129)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-27, -188)","(-5, -188)","(-23, 0)","(0.0, -11.0)","(50, -30)","(4, -117)","(-11, -140)","(115, -129)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-28, -188)","(-5, -188)",0,200,8107
"(-23, 0)","(0.0, -11.0)","(50, -30)","(4, -117)","(-11, -140)","(115, -129)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-28, -188)","(-5, -188)","(-24, 0)","(0.0, -11.0)","(49, -30)","(3, -117)","(-12, -140)","(114, -129)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-29, -188)","(-5, -188)",0,200,8143
"(-24, 0)","(0.0, -11.0)","(49, -30)","(3, -117)","(-12, -140)","(114, -129)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-29, -188)","(-5, -188)","(-25, 0)","(0.0, -11.0)","(48, -30)","(2, -117)","(-13, -140)","(113, -129)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-30, -188)","(-5, -188)",0,200,8179
"(-25, 0)","(0.0, -11.0)","(48, -30)","(2, -117)","(-13, -140)","(113, -129)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-30, -188)","(-5, -188)","(-26, 0)","(0.0, -11.0)","(47, -30)","(1, -117)","(-14, -140)","(112, -129)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-31, -188)","(-5, -188)",0,200,8214
"(-26, 0)","(0.0, -11.0)","(47, -30)","(1, -117)","(-14, -140)","(112, -129)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-31, -188)","(-5, -188)","(-27, 0)","(0.0, -11.0)","(46, -30)","(0, -117)","(-15, -140)","(111, -129)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-32, -188)","(-5, -188)",0,200,8250
"(-27, 0)","(0.0, -11.0)","(46, -30)","(0, -117)","(-15, -140)","(111, -129)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-32, -188)","(-5, -188)","(-29, 0)","(0.0, -11.0)","(45, -30)","(0.0, -117.0)","(-16, -140)","(110, -129)","(0.0, -11.0)","(74, -30)","(28, -117)","(0.0, -140.0)","(-152.0, 0.0)","(-33, -188)","(-4, -188)",0,200,8286
"(-29, 0)","(0.0, -11.0)","(45, -30)","(0.0, -117.0)","(-16, -140)","(110, -129)","(0.0, -11.0)","(74, -30)","(28, -117)","(0.0, -140.0)","(-152.0, 0.0)","(-33, -188)","(-4, -188)","(-31, 0)","(0.0, -11.0)","(44, -30)","(0.0, -117.0)","(-17, -140)","(109, -129)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(-34, -188)","(-3, -188)",0,200,8321
"(-31, 0)","(0.0, -11.0)","(44, -30)","(0.0, -117.0)","(-17, -140)","(109, -129)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(-34, -188)","(-3, -188)","(-33, 0)","(0.0, -11.0)","(43, -30)","(0.0, -117.0)","(-18, -140)","(108, -129)","(0.0, -11.0)","(76, -30)","(30, -117)","(0.0, -140.0)","(-150.0, 0.0)","(-35, -188)","(-2, -188)",0,200,8357
"(-33, 0)","(0.0, -11.0)","(43, -30)","(0.0, -117.0)","(-18, -140)","(108, -129)","(0.0, -11.0)","(76, -30)","(30, -117)","(0.0, -140.0)","(-150.0, 0.0)","(-35, -188)","(-2, -188)","(-35, 0)","(0.0, -11.0)","(42, -30)","(0.0, -117.0)","(-19, -140)","(107, -129)","(0.0, -11.0)","(77, -30)","(31, -117)","(0.0, -140.0)","(-149.0, 0.0)","(-36, -188)","(-1, -188)",0,200,8393
"(-35, 0)","(0.0, -11.0)","(42, -30)","(0.0, -117.0)","(-19, -140)","(107, -129)","(0.0, -11.0)","(77, -30)","(31, -117)","(0.0, -140.0)","(-149.0, 0.0)","(-36, -188)","(-1, -188)","(-37, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(78, -30)","(32, -117)","(0.0, -140.0)","(-148.0, 0.0)","(-37, -188)","(0, -188)",0,200,8429
"(-37, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(78, -30)","(32, -117)","(0.0, -140.0)","(-148.0, 0.0)","(-37, -188)","(0, -188)","(-39, 0)","(0.0, -11.0)","(40, -30)","(0.0, -117.0)","(-21, -140)","(105, -129)","(0.0, -11.0)","(79, -30)","(33, -117)","(0.0, -140.0)","(-147.0, 0.0)","(-38, -188)","(1, -188)",0,200,8464
"(-39, 0)","(0.0, -11.0)","(40, -30)","(0.0, -117.0)","(-21, -140)","(105, -129)","(0.0, -11.0)","(79, -30)","(33, -117)","(0.0, -140.0)","(-147.0, 0.0)","(-38, -188)","(1, -188)","(-41, 0)","(0.0, -11.0)","(39, -30)","(0.0, -117.0)","(-22, -140)","(104, -129)","(0.0, -11.0)","(80, -30)","(34, -117)","(0.0, -140.0)","(-146.0, 0.0)","(-39, -188)","(2, -188)",0,200,8500
"(-41, 0)","(0.0, -11.0)","(39, -30)","(0.0, -117.0)","(-22, -140)","(104, -129)","(0.0, -11.0)","(80, -30)","(34, -117)","(0.0, -140.0)","(-146.0, 0.0)","(-39, -188)","(2, -188)","(-43, 0)","(0.0, -11.0)","(38, -30)","(0.0, -117.0)","(-23, -140)","(103, -129)","(0.0, -11.0)","(81, -30)","(35, -117)","(0.0, -140.0)","(-145.0, 0.0)","(-40, -188)","(3, -188)",0,200,8536
"(-43, 0)","(0.0, -11.0)","(38, -30)","(0.0, -117.0)","(-23, -140)","(103, -129)","(0.0, -11.0)","(81, -30)","(35, -117)","(0.0, -140.0)","(-145.0, 0.0)","(-40, -188)","(3, -188)","(-45, 0)","(0.0, -11.0)","(37, -30)","(0.0, -117.0)","(-24, -140)","(102, -129)","(0.0, -11.0)","(82, -30)","(36, -117)","(0.0, -140.0)","(-144.0, 0.0)","(-41, -188)","(4, -188)",0,200,8571
"(-45, 0)","(0.0, -11.0)","(37, -30)","(0.0, -117.0)","(-24, -140)","(102, -129)","(0.0, -11.0)","(82, -30)","(36, -117)","(0.0, -140.0)","(-144.0, 0.0)","(-41, -188)","(4, -188)","(-47, 0)","(0.0, -11.0)","(36, -30)","(0.0, -117.0)","(-25, -140)","(101, -129)","(0.0, -11.0)","(83, -30)","(37, -117)","(0.0, -140.0)","(-143.0, 0.0)","(-42, -188)","(5, -188)",0,200,8607
"(-47, 0)","(0.0, -11.0)","(36, -30)","(0.0, -117.0)","(-25, -140)","(101, -129)","(0.0, -11.0)","(83, -30)","(37, -117)","(0.0, -140.0)","(-143.0, 0.0)","(-42, -188)","(5, -188)","(-49, 0)","(0.0, -11.0)","(35, -30)","(0.0, -117.0)","(-26, -140)","(100, -129)","(0.0, -11.0)","(84, -30)","(38, -117)","(0.0, -140.0)","(-142.0, 0.0)","(-43, -188)","(6, -188)",0,200,8643
"(-49, 0)","(0.0, -11.0)","(35, -30)","(0.0, -117.0)","(-26, -140)","(100, -129)","(0.0, -11.0)","(84, -30)","(38, -117)","(0.0, -140.0)","(-142.0, 0.0)","(-43, -188)","(6, -188)","(-49, 0)","(0.0, -11.0)","(36, -30)","(0.0, -117.0)","(-25, -140)","(101, -129)","(0.0, -11.0)","(85, -30)","(39, -117)","(0.0, -140.0)","(-141.0, 0.0)","(-42, -188)","(7, -188)",0,200,8679
"(-49, 0)","(0.0, -11.0)","(36, -30)","(0.0, -117.0)","(-25, -140)","(101, -129)","(0.0, -11.0)","(85, -30)","(39, -117)","(0.0, -140.0)","(-141.0, 0.0)","(-42, -188)","(7, -188)","(-49, 0)","(0.0, -11.0)","(37, -30)","(0.0, -117.0)","(-24, -140)","(102, -129)","(0.0, -11.0)","(86, -30)","(40, -117)","(-140.0, 0.0)","(0.0, -140.0)","(-41, -188)","(8, -188)",0,200,8714
"(-49, 0)","(0.0, -11.0)","(37, -30)","(0.0, -117.0)","(-24, -140)","(102, -129)","(0.0, -11.0)","(86, -30)","(40, -117)","(-140.0, 0.0)","(0.0, -140.0)","(-41, -188)","(8, -188)","(-49, 0)","(0.0, -11.0)","(38, -30)","(0.0, -117.0)","(-23, -140)","(103, -129)","(0.0, -11.0)","(87, -30)","(41, -117)","(-139.0, 0.0)","(0.0, -140.0)","(-40, -188)","(9, -188)",0,200,8750
"(-49, 0)","(0.0, -11.0)","(38, -30)","(0.0, -117.0)","(-23, -140)","(103, -129)","(0.0, -11.0)","(87, -30)","(41, -117)","(-139.0, 0.0)","(0.0, -140.0)","(-40, -188)","(9, -188)","(-49, 0)","(0.0, -11.0)","(39, -30)","(0.0, -117.0)","(-22, -140)","(104, -129)","(0.0, -11.0)","(88, -30)","(42, -117)","(-138.0, 0.0)","(0.0, -140.0)","(-39, -188)","(10, -188)",0,200,8786
"(-49, 0)","(0.0, -11.0)","(39, -30)","(0.0, -117.0)","(-22, -140)","(104, -129)","(0.0, -11.0)","(88, -30)","(42, -117)","(-138.0, 0.0)","(0.0, -140.0)","(-39, -188)","(10, -188)","(-49, 0)","(0.0, -11.0)","(40, -30)","(0.0, -117.0)","(-21, -140)","(105, -129)","(0.0, -11.0)","(89, -30)","(43, -117)","(-137.0, 0.0)","(0.0, -140.0)","(-38, -188)","(11, -188)",0,200,8821
"(-49, 0)","(0.0, -11.0)","(40, -30)","(0.0, -117.0)","(-21, -140)","(105, -129)","(0.0, -11.0)","(89, -30)","(43, -117)","(-137.0, 0.0)","(0.0, -140.0)","(-38, -188)","(11, -188)","(-49, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(90, -30)","(44, -117)","(-136.0, 0.0)","(0.0, -140.0)","(-37, -188)","(12, -188)",0,200,8857
"(-49, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(90, -30)","(44, -117)","(-136.0, 0.0)","(0.0, -140.0)","(-37, -188)","(12, -188)","(-49, 0)","(0.0, -11.0)","(42, -30)","(0.0, -117.0)","(-19, -140)","(107, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-36, -188)","(13, -188)",0,200,8893
"(-49, 0)","(0.0, -11.0)","(42, -30)","(0.0, -117.0)","(-19, -140)","(107, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-36, -188)","(13, -188)","(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",0,200,8929
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)","(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",0,200,8964
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)","(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",0,200,9000
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)","(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",0,200,9036
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)","(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",0,200,9071
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)","(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",0,200,9107
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)","(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",0,200,9143
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)","(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",0,200,9179
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)","(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",0,200,9214
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)","(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",0,200,9250
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)","(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",0,200,9286
