P1_to_P2_relative_position,P1_to_obs_point_0_relative_position,P1_to_obs_point_1_relative_position,P1_to_obs_point_2_relative_position,P1_to_obs_point_3_relative_position,P1_to_obs_point_4_relative_position,P1_to_obs_point_5_relative_position,P1_to_obs_point_6_relative_position,P1_to_obs_point_7_relative_position,P1_to_obs_point_8_relative_position,P1_to_obs_point_9_relative_position,P1_to_obs_point_10_relative_position,P1_to_obs_point_11_relative_position,P1_to_obs_point_12_relative_position,P1_to_obs_point_13_relative_position,P1_to_obs_point_14_relative_position,P1_to_obs_point_15_relative_position,P1_to_obs_point_16_relative_position,P1_to_obs_point_17_relative_position,P1_to_obs_point_18_relative_position,P1_to_obs_point_19_relative_position,P1_to_obs_point_20_relative_position,P1_to_obs_point_21_relative_position,P1_to_obs_point_22_relative_position,P1_to_obs_point_23_relative_position,P1_to_obs_point_24_relative_position,P1_to_obs_point_25_relative_position,P1_to_obs_point_26_relative_position,P1_to_obs_point_27_relative_position,P1_to_obs_point_28_relative_position,P1_to_obs_point_29_relative_position,P1_to_obs_point_30_relative_position,P1_to_obs_point_31_relative_position,P1_to_obs_point_32_relative_position,P1_to_obs_point_33_relative_position,P1_to_obs_point_34_relative_position,P1_to_obs_point_35_relative_position,P1_to_obs_point_36_relative_position,P1_to_obs_point_37_relative_position,P1_to_obs_point_38_relative_position,P1_to_obs_point_39_relative_position,P1_to_obs_point_40_relative_position,P1_to_obs_point_41_relative_position,P1_to_obs_point_42_relative_position,P1_to_obs_point_43_relative_position,P1_to_obs_point_44_relative_position,P1_to_obs_point_45_relative_position,P1_to_obs_point_46_relative_position,P1_to_obs_point_47_relative_position,P1_to_obs_point_48_relative_position,P1_to_obs_point_49_relative_position,P2_to_obs_point_0_relative_position,P2_to_obs_point_1_relative_position,P2_to_obs_point_2_relative_position,P2_to_obs_point_3_relative_position,P2_to_obs_point_4_relative_position,P2_to_obs_point_5_relative_position,P2_to_obs_point_6_relative_position,P2_to_obs_point_7_relative_position,P2_to_obs_point_8_relative_position,P2_to_obs_point_9_relative_position,P2_to_obs_point_10_relative_position,P2_to_obs_point_11_relative_position,P2_to_obs_point_12_relative_position,P2_to_obs_point_13_relative_position,P2_to_obs_point_14_relative_position,P2_to_obs_point_15_relative_position,P2_to_obs_point_16_relative_position,P2_to_obs_point_17_relative_position,P2_to_obs_point_18_relative_position,P2_to_obs_point_19_relative_position,P2_to_obs_point_20_relative_position,P2_to_obs_point_21_relative_position,P2_to_obs_point_22_relative_position,P2_to_obs_point_23_relative_position,P2_to_obs_point_24_relative_position,P2_to_obs_point_25_relative_position,P2_to_obs_point_26_relative_position,P2_to_obs_point_27_relative_position,P2_to_obs_point_28_relative_position,P2_to_obs_point_29_relative_position,P2_to_obs_point_30_relative_position,P2_to_obs_point_31_relative_position,P2_to_obs_point_32_relative_position,P2_to_obs_point_33_relative_position,P2_to_obs_point_34_relative_position,P2_to_obs_point_35_relative_position,P2_to_obs_point_36_relative_position,P2_to_obs_point_37_relative_position,P2_to_obs_point_38_relative_position,P2_to_obs_point_39_relative_position,P2_to_obs_point_40_relative_position,P2_to_obs_point_41_relative_position,P2_to_obs_point_42_relative_position,P2_to_obs_point_43_relative_position,P2_to_obs_point_44_relative_position,P2_to_obs_point_45_relative_position,P2_to_obs_point_46_relative_position,P2_to_obs_point_47_relative_position,P2_to_obs_point_48_relative_position,P2_to_obs_point_49_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(0, -1)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-435, -49)","(-435, -48)",2,4,200,6571
"(0, -2)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-435, -50)","(-435, -48)",2,4,200,6607
"(0, -3)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-435, -51)","(-435, -48)",2,4,200,6643
"(0, -4)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-435, -52)","(-435, -48)",2,4,200,6679
"(0, -5)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-435, -53)","(-435, -48)",2,4,200,6714
"(0, -6)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-435, -54)","(-435, -48)",2,4,200,6750
"(0, -7)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-435, -55)","(-435, -48)",2,4,200,6786
"(0, -8)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-435, -56)","(-435, -48)",2,4,200,6821
"(0, -9)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-435, -57)","(-435, -48)",2,4,200,6857
"(0, -10)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-13, 0)","(-13, -1)","(-13, 1)","(-13, -2)","(-13, 2)","(-13, -3)","(-13, 3)","(-13, -4)","(-13, 4)","(-13, -5)","(-13, 5)","(-13, -6)","(-13, 6)","(-13, -7)","(-13, 7)","(-13, -8)","(-13, 8)","(-13, -9)","(-13, 9)","(-13, -10)","(-13, 10)","(-13, -11)","(-13, 11)","(-13, -12)","(-13, 12)","(-13, -13)","(-13, 13)","(-13, -14)","(-13, 14)","(-13, -15)","(-13, 15)","(-13, -16)","(-13, 16)","(-13, -17)","(-13, 17)","(-13, -18)","(-13, 18)","(-13, -19)","(-13, 19)","(-13, -20)","(-13, 20)","(-13, -21)","(-13, 21)","(-13, -22)","(-13, 22)","(-13, -23)","(-13, 23)","(-13, -24)","(-13, 24)","(-13, -25)","(-435, -58)","(-435, -48)",2,4,200,6893
