P1_to_P2_relative_position,P1_to_obs_point_0_relative_position,P1_to_obs_point_1_relative_position,P1_to_obs_point_2_relative_position,P1_to_obs_point_3_relative_position,P1_to_obs_point_4_relative_position,P1_to_obs_point_5_relative_position,P1_to_obs_point_6_relative_position,P1_to_obs_point_7_relative_position,P1_to_obs_point_8_relative_position,P1_to_obs_point_9_relative_position,P1_to_obs_point_10_relative_position,P1_to_obs_point_11_relative_position,P1_to_obs_point_12_relative_position,P1_to_obs_point_13_relative_position,P1_to_obs_point_14_relative_position,P1_to_obs_point_15_relative_position,P1_to_obs_point_16_relative_position,P1_to_obs_point_17_relative_position,P1_to_obs_point_18_relative_position,P1_to_obs_point_19_relative_position,P1_to_obs_point_20_relative_position,P1_to_obs_point_21_relative_position,P1_to_obs_point_22_relative_position,P1_to_obs_point_23_relative_position,P1_to_obs_point_24_relative_position,P1_to_obs_point_25_relative_position,P1_to_obs_point_26_relative_position,P1_to_obs_point_27_relative_position,P1_to_obs_point_28_relative_position,P1_to_obs_point_29_relative_position,P1_to_obs_point_30_relative_position,P1_to_obs_point_31_relative_position,P1_to_obs_point_32_relative_position,P1_to_obs_point_33_relative_position,P1_to_obs_point_34_relative_position,P1_to_obs_point_35_relative_position,P1_to_obs_point_36_relative_position,P1_to_obs_point_37_relative_position,P1_to_obs_point_38_relative_position,P1_to_obs_point_39_relative_position,P1_to_obs_point_40_relative_position,P1_to_obs_point_41_relative_position,P1_to_obs_point_42_relative_position,P1_to_obs_point_43_relative_position,P1_to_obs_point_44_relative_position,P1_to_obs_point_45_relative_position,P1_to_obs_point_46_relative_position,P1_to_obs_point_47_relative_position,P1_to_obs_point_48_relative_position,P1_to_obs_point_49_relative_position,P2_to_obs_point_0_relative_position,P2_to_obs_point_1_relative_position,P2_to_obs_point_2_relative_position,P2_to_obs_point_3_relative_position,P2_to_obs_point_4_relative_position,P2_to_obs_point_5_relative_position,P2_to_obs_point_6_relative_position,P2_to_obs_point_7_relative_position,P2_to_obs_point_8_relative_position,P2_to_obs_point_9_relative_position,P2_to_obs_point_10_relative_position,P2_to_obs_point_11_relative_position,P2_to_obs_point_12_relative_position,P2_to_obs_point_13_relative_position,P2_to_obs_point_14_relative_position,P2_to_obs_point_15_relative_position,P2_to_obs_point_16_relative_position,P2_to_obs_point_17_relative_position,P2_to_obs_point_18_relative_position,P2_to_obs_point_19_relative_position,P2_to_obs_point_20_relative_position,P2_to_obs_point_21_relative_position,P2_to_obs_point_22_relative_position,P2_to_obs_point_23_relative_position,P2_to_obs_point_24_relative_position,P2_to_obs_point_25_relative_position,P2_to_obs_point_26_relative_position,P2_to_obs_point_27_relative_position,P2_to_obs_point_28_relative_position,P2_to_obs_point_29_relative_position,P2_to_obs_point_30_relative_position,P2_to_obs_point_31_relative_position,P2_to_obs_point_32_relative_position,P2_to_obs_point_33_relative_position,P2_to_obs_point_34_relative_position,P2_to_obs_point_35_relative_position,P2_to_obs_point_36_relative_position,P2_to_obs_point_37_relative_position,P2_to_obs_point_38_relative_position,P2_to_obs_point_39_relative_position,P2_to_obs_point_40_relative_position,P2_to_obs_point_41_relative_position,P2_to_obs_point_42_relative_position,P2_to_obs_point_43_relative_position,P2_to_obs_point_44_relative_position,P2_to_obs_point_45_relative_position,P2_to_obs_point_46_relative_position,P2_to_obs_point_47_relative_position,P2_to_obs_point_48_relative_position,P2_to_obs_point_49_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(1, 0)","(0, -31)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(7, -31)","(-7, -31)","(8, -31)","(-8, -31)","(9, -31)","(-9, -31)","(10, -31)","(-10, -31)","(11, -31)","(-11, -31)","(12, -31)","(-12, -31)","(13, -31)","(-13, -31)","(14, -31)","(-14, -31)","(15, -31)","(-15, -31)","(16, -31)","(-16, -31)","(17, -31)","(-17, -31)","(18, -31)","(-18, -31)","(19, -31)","(-19, -31)","(20, -31)","(-20, -31)","(-37, 3)","(-37, 4)","(-37, 5)","(21, -31)","(-21, -31)","(-37, 6)","(-37, 7)","(-37, 8)","(22, -31)","(0, -31)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(7, -31)","(-7, -31)","(8, -31)","(-8, -31)","(9, -31)","(-9, -31)","(10, -31)","(-10, -31)","(11, -31)","(-11, -31)","(12, -31)","(-12, -31)","(13, -31)","(-13, -31)","(14, -31)","(-14, -31)","(15, -31)","(-15, -31)","(16, -31)","(-16, -31)","(17, -31)","(-17, -31)","(18, -31)","(-18, -31)","(19, -31)","(-19, -31)","(20, -31)","(-20, -31)","(21, -31)","(-21, -31)","(22, -31)","(-22, -31)","(-38, 3)","(-38, 4)","(-38, 5)","(-38, 6)","(23, -31)","(-538, 84)","(-539, 84)",1,4,200,10286
"(2, 0)","(0, -31)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(7, -31)","(-7, -31)","(8, -31)","(-8, -31)","(9, -31)","(-9, -31)","(10, -31)","(-10, -31)","(11, -31)","(-11, -31)","(12, -31)","(-12, -31)","(13, -31)","(-13, -31)","(14, -31)","(-14, -31)","(15, -31)","(-15, -31)","(16, -31)","(-16, -31)","(17, -31)","(-17, -31)","(18, -31)","(-18, -31)","(-36, 3)","(-36, 4)","(-36, 5)","(19, -31)","(-19, -31)","(-36, 6)","(-36, 7)","(-36, 8)","(20, -31)","(-20, -31)","(-36, 9)","(-36, 10)","(21, -31)","(0, -31)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(7, -31)","(-7, -31)","(8, -31)","(-8, -31)","(9, -31)","(-9, -31)","(10, -31)","(-10, -31)","(11, -31)","(-11, -31)","(12, -31)","(-12, -31)","(13, -31)","(-13, -31)","(14, -31)","(-14, -31)","(15, -31)","(-15, -31)","(16, -31)","(-16, -31)","(17, -31)","(-17, -31)","(18, -31)","(-18, -31)","(19, -31)","(-19, -31)","(20, -31)","(-20, -31)","(21, -31)","(-21, -31)","(22, -31)","(-22, -31)","(-38, 3)","(-38, 4)","(-38, 5)","(-38, 6)","(23, -31)","(-537, 84)","(-539, 84)",1,4,200,10321
"(3, 0)","(0, -31)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(7, -31)","(-7, -31)","(8, -31)","(-8, -31)","(9, -31)","(-9, -31)","(10, -31)","(-10, -31)","(11, -31)","(-11, -31)","(12, -31)","(-12, -31)","(13, -31)","(-13, -31)","(14, -31)","(-14, -31)","(15, -31)","(-15, -31)","(16, -31)","(-16, -31)","(-35, 3)","(-35, 4)","(-35, 5)","(17, -31)","(-17, -31)","(-35, 6)","(-35, 7)","(18, -31)","(-18, -31)","(-35, 8)","(-35, 9)","(19, -31)","(-19, -31)","(-35, 10)","(-35, 11)","(20, -31)","(-20, -31)","(0, -31)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(7, -31)","(-7, -31)","(8, -31)","(-8, -31)","(9, -31)","(-9, -31)","(10, -31)","(-10, -31)","(11, -31)","(-11, -31)","(12, -31)","(-12, -31)","(13, -31)","(-13, -31)","(14, -31)","(-14, -31)","(15, -31)","(-15, -31)","(16, -31)","(-16, -31)","(17, -31)","(-17, -31)","(18, -31)","(-18, -31)","(19, -31)","(-19, -31)","(20, -31)","(-20, -31)","(21, -31)","(-21, -31)","(22, -31)","(-22, -31)","(-38, 3)","(-38, 4)","(-38, 5)","(-38, 6)","(23, -31)","(-536, 84)","(-539, 84)",1,4,200,10357
"(4, 0)","(0, -31)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(7, -31)","(-7, -31)","(8, -31)","(-8, -31)","(9, -31)","(-9, -31)","(10, -31)","(-10, -31)","(11, -31)","(-11, -31)","(12, -31)","(-12, -31)","(13, -31)","(-13, -31)","(14, -31)","(-14, -31)","(-34, 3)","(-34, 4)","(-34, 5)","(15, -31)","(-15, -31)","(-34, 6)","(-34, 7)","(16, -31)","(-16, -31)","(-34, 8)","(-34, 9)","(17, -31)","(-17, -31)","(-34, 10)","(-34, 11)","(18, -31)","(-18, -31)","(-34, 12)","(19, -31)","(-19, -31)","(-34, 13)","(0, -31)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(7, -31)","(-7, -31)","(8, -31)","(-8, -31)","(9, -31)","(-9, -31)","(10, -31)","(-10, -31)","(11, -31)","(-11, -31)","(12, -31)","(-12, -31)","(13, -31)","(-13, -31)","(14, -31)","(-14, -31)","(15, -31)","(-15, -31)","(16, -31)","(-16, -31)","(17, -31)","(-17, -31)","(18, -31)","(-18, -31)","(19, -31)","(-19, -31)","(20, -31)","(-20, -31)","(21, -31)","(-21, -31)","(22, -31)","(-22, -31)","(-38, 3)","(-38, 4)","(-38, 5)","(-38, 6)","(23, -31)","(-535, 84)","(-539, 84)",1,4,200,10393
"(5, 0)","(0, -31)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(7, -31)","(-7, -31)","(8, -31)","(-8, -31)","(9, -31)","(-9, -31)","(10, -31)","(-10, -31)","(11, -31)","(-11, -31)","(-33, 3)","(-33, 4)","(12, -31)","(-12, -31)","(-33, 5)","(-33, 6)","(13, -31)","(-13, -31)","(-33, 7)","(-33, 8)","(14, -31)","(-14, -31)","(-33, 9)","(15, -31)","(-15, -31)","(-33, 10)","(-33, 11)","(16, -31)","(-16, -31)","(-33, 12)","(17, -31)","(-17, -31)","(-33, 13)","(-33, 14)","(18, -31)","(-18, -31)","(-33, 15)","(0, -31)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(7, -31)","(-7, -31)","(8, -31)","(-8, -31)","(9, -31)","(-9, -31)","(10, -31)","(-10, -31)","(11, -31)","(-11, -31)","(12, -31)","(-12, -31)","(13, -31)","(-13, -31)","(14, -31)","(-14, -31)","(15, -31)","(-15, -31)","(16, -31)","(-16, -31)","(17, -31)","(-17, -31)","(18, -31)","(-18, -31)","(19, -31)","(-19, -31)","(20, -31)","(-20, -31)","(21, -31)","(-21, -31)","(22, -31)","(-22, -31)","(-38, 3)","(-38, 4)","(-38, 5)","(-38, 6)","(23, -31)","(-534, 84)","(-539, 84)",1,4,200,10429
"(6, 0)","(0, -31)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(7, -31)","(-7, -31)","(8, -31)","(-8, -31)","(-32, 3)","(-32, 4)","(9, -31)","(-9, -31)","(-32, 5)","(-32, 6)","(10, -31)","(-10, -31)","(-32, 7)","(11, -31)","(-11, -31)","(-32, 8)","(-32, 9)","(12, -31)","(-12, -31)","(-32, 10)","(13, -31)","(-13, -31)","(-32, 11)","(14, -31)","(-14, -31)","(-32, 12)","(15, -31)","(-15, -31)","(-32, 13)","(16, -31)","(-16, -31)","(-32, 14)","(-32, 15)","(17, -31)","(-17, -31)","(-32, 16)","(18, -31)","(0, -31)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(7, -31)","(-7, -31)","(8, -31)","(-8, -31)","(9, -31)","(-9, -31)","(10, -31)","(-10, -31)","(11, -31)","(-11, -31)","(12, -31)","(-12, -31)","(13, -31)","(-13, -31)","(14, -31)","(-14, -31)","(15, -31)","(-15, -31)","(16, -31)","(-16, -31)","(17, -31)","(-17, -31)","(18, -31)","(-18, -31)","(19, -31)","(-19, -31)","(20, -31)","(-20, -31)","(21, -31)","(-21, -31)","(22, -31)","(-22, -31)","(-38, 3)","(-38, 4)","(-38, 5)","(-38, 6)","(23, -31)","(-533, 84)","(-539, 84)",1,4,200,10464
"(7, 0)","(0, -31)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(-31, 3)","(3, -31)","(-3, -31)","(-31, 4)","(4, -31)","(-4, -31)","(-31, 5)","(5, -31)","(-5, -31)","(-31, 6)","(6, -31)","(-6, -31)","(-31, 7)","(7, -31)","(-7, -31)","(-31, 8)","(8, -31)","(-8, -31)","(-31, 9)","(9, -31)","(-9, -31)","(-31, 10)","(10, -31)","(-10, -31)","(-31, 11)","(11, -31)","(-11, -31)","(-31, 12)","(12, -31)","(-12, -31)","(-31, 13)","(13, -31)","(-13, -31)","(-31, 14)","(14, -31)","(-14, -31)","(-31, 15)","(15, -31)","(-15, -31)","(-31, 16)","(16, -31)","(-16, -31)","(-31, 17)","(17, -31)","(-17, -31)","(0, -31)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(7, -31)","(-7, -31)","(8, -31)","(-8, -31)","(9, -31)","(-9, -31)","(10, -31)","(-10, -31)","(11, -31)","(-11, -31)","(12, -31)","(-12, -31)","(13, -31)","(-13, -31)","(14, -31)","(-14, -31)","(15, -31)","(-15, -31)","(16, -31)","(-16, -31)","(17, -31)","(-17, -31)","(18, -31)","(-18, -31)","(19, -31)","(-19, -31)","(20, -31)","(-20, -31)","(21, -31)","(-21, -31)","(22, -31)","(-22, -31)","(-38, 3)","(-38, 4)","(-38, 5)","(-38, 6)","(23, -31)","(-532, 84)","(-539, 84)",1,4,200,10500
"(8, 0)","(-30, 3)","(-30, 4)","(-30, 5)","(-30, 6)","(-30, 7)","(0, -31)","(1, -31)","(-1, -31)","(-30, 8)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(-30, 9)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(-30, 10)","(7, -31)","(-7, -31)","(-30, 11)","(8, -31)","(-8, -31)","(9, -31)","(-9, -31)","(-30, 12)","(10, -31)","(-10, -31)","(-30, 13)","(11, -31)","(-11, -31)","(-30, 14)","(12, -31)","(-12, -31)","(-30, 15)","(13, -31)","(-13, -31)","(-30, 16)","(14, -31)","(-14, -31)","(15, -31)","(-15, -31)","(-30, 17)","(16, -31)","(-16, -31)","(-30, 18)","(17, -31)","(0, -31)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(7, -31)","(-7, -31)","(8, -31)","(-8, -31)","(9, -31)","(-9, -31)","(10, -31)","(-10, -31)","(11, -31)","(-11, -31)","(12, -31)","(-12, -31)","(13, -31)","(-13, -31)","(14, -31)","(-14, -31)","(15, -31)","(-15, -31)","(16, -31)","(-16, -31)","(17, -31)","(-17, -31)","(18, -31)","(-18, -31)","(19, -31)","(-19, -31)","(20, -31)","(-20, -31)","(21, -31)","(-21, -31)","(22, -31)","(-22, -31)","(-38, 3)","(-38, 4)","(-38, 5)","(-38, 6)","(23, -31)","(-531, 84)","(-539, 84)",1,4,200,10536
"(9, 0)","(-29, 3)","(-29, 4)","(-29, 5)","(-29, 6)","(-29, 7)","(-29, 8)","(-29, 9)","(-29, 10)","(0, -31)","(-29, 11)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(-29, 12)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(-29, 13)","(7, -31)","(-7, -31)","(8, -31)","(-8, -31)","(-29, 14)","(9, -31)","(-9, -31)","(10, -31)","(-10, -31)","(-29, 15)","(11, -31)","(-11, -31)","(-29, 16)","(12, -31)","(-12, -31)","(-29, 17)","(13, -31)","(-13, -31)","(14, -31)","(-14, -31)","(-29, 18)","(15, -31)","(-15, -31)","(-29, 19)","(16, -31)","(-16, -31)","(0, -31)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(7, -31)","(-7, -31)","(8, -31)","(-8, -31)","(9, -31)","(-9, -31)","(10, -31)","(-10, -31)","(11, -31)","(-11, -31)","(12, -31)","(-12, -31)","(13, -31)","(-13, -31)","(14, -31)","(-14, -31)","(15, -31)","(-15, -31)","(16, -31)","(-16, -31)","(17, -31)","(-17, -31)","(18, -31)","(-18, -31)","(19, -31)","(-19, -31)","(20, -31)","(-20, -31)","(21, -31)","(-21, -31)","(22, -31)","(-22, -31)","(-38, 3)","(-38, 4)","(-38, 5)","(-38, 6)","(23, -31)","(-530, 84)","(-539, 84)",1,4,200,10571
"(10, 0)","(-28, 3)","(-28, 4)","(-28, 5)","(-28, 6)","(-28, 7)","(-28, 8)","(-28, 9)","(-28, 10)","(-28, 11)","(-28, 12)","(-28, 13)","(0, -31)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(-28, 14)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(-28, 15)","(7, -31)","(-7, -31)","(8, -31)","(-8, -31)","(-28, 16)","(9, -31)","(-9, -31)","(10, -31)","(-10, -31)","(-28, 17)","(11, -31)","(-11, -31)","(12, -31)","(-12, -31)","(-28, 18)","(13, -31)","(-13, -31)","(-28, 19)","(14, -31)","(-14, -31)","(-28, 20)","(15, -31)","(-15, -31)","(16, -31)","(0, -31)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(7, -31)","(-7, -31)","(8, -31)","(-8, -31)","(9, -31)","(-9, -31)","(10, -31)","(-10, -31)","(11, -31)","(-11, -31)","(12, -31)","(-12, -31)","(13, -31)","(-13, -31)","(14, -31)","(-14, -31)","(15, -31)","(-15, -31)","(16, -31)","(-16, -31)","(17, -31)","(-17, -31)","(18, -31)","(-18, -31)","(19, -31)","(-19, -31)","(20, -31)","(-20, -31)","(21, -31)","(-21, -31)","(22, -31)","(-22, -31)","(-38, 3)","(-38, 4)","(-38, 5)","(-38, 6)","(23, -31)","(-529, 84)","(-539, 84)",1,4,200,10607
