P1_to_P2_relative_position,P1_to_obs_point_0_relative_position,P1_to_obs_point_1_relative_position,P1_to_obs_point_2_relative_position,P1_to_obs_point_3_relative_position,P1_to_obs_point_4_relative_position,P1_to_obs_point_5_relative_position,P1_to_obs_point_6_relative_position,P1_to_obs_point_7_relative_position,P1_to_obs_point_8_relative_position,P1_to_obs_point_9_relative_position,P1_to_obs_point_10_relative_position,P1_to_obs_point_11_relative_position,P1_to_obs_point_12_relative_position,P1_to_obs_point_13_relative_position,P1_to_obs_point_14_relative_position,P1_to_obs_point_15_relative_position,P1_to_obs_point_16_relative_position,P1_to_obs_point_17_relative_position,P1_to_obs_point_18_relative_position,P1_to_obs_point_19_relative_position,P1_to_obs_point_20_relative_position,P1_to_obs_point_21_relative_position,P1_to_obs_point_22_relative_position,P1_to_obs_point_23_relative_position,P1_to_obs_point_24_relative_position,P1_to_obs_point_25_relative_position,P1_to_obs_point_26_relative_position,P1_to_obs_point_27_relative_position,P1_to_obs_point_28_relative_position,P1_to_obs_point_29_relative_position,P1_to_obs_point_30_relative_position,P1_to_obs_point_31_relative_position,P1_to_obs_point_32_relative_position,P1_to_obs_point_33_relative_position,P1_to_obs_point_34_relative_position,P1_to_obs_point_35_relative_position,P1_to_obs_point_36_relative_position,P1_to_obs_point_37_relative_position,P1_to_obs_point_38_relative_position,P1_to_obs_point_39_relative_position,P1_to_obs_point_40_relative_position,P1_to_obs_point_41_relative_position,P1_to_obs_point_42_relative_position,P1_to_obs_point_43_relative_position,P1_to_obs_point_44_relative_position,P1_to_obs_point_45_relative_position,P1_to_obs_point_46_relative_position,P1_to_obs_point_47_relative_position,P1_to_obs_point_48_relative_position,P1_to_obs_point_49_relative_position,P2_to_obs_point_0_relative_position,P2_to_obs_point_1_relative_position,P2_to_obs_point_2_relative_position,P2_to_obs_point_3_relative_position,P2_to_obs_point_4_relative_position,P2_to_obs_point_5_relative_position,P2_to_obs_point_6_relative_position,P2_to_obs_point_7_relative_position,P2_to_obs_point_8_relative_position,P2_to_obs_point_9_relative_position,P2_to_obs_point_10_relative_position,P2_to_obs_point_11_relative_position,P2_to_obs_point_12_relative_position,P2_to_obs_point_13_relative_position,P2_to_obs_point_14_relative_position,P2_to_obs_point_15_relative_position,P2_to_obs_point_16_relative_position,P2_to_obs_point_17_relative_position,P2_to_obs_point_18_relative_position,P2_to_obs_point_19_relative_position,P2_to_obs_point_20_relative_position,P2_to_obs_point_21_relative_position,P2_to_obs_point_22_relative_position,P2_to_obs_point_23_relative_position,P2_to_obs_point_24_relative_position,P2_to_obs_point_25_relative_position,P2_to_obs_point_26_relative_position,P2_to_obs_point_27_relative_position,P2_to_obs_point_28_relative_position,P2_to_obs_point_29_relative_position,P2_to_obs_point_30_relative_position,P2_to_obs_point_31_relative_position,P2_to_obs_point_32_relative_position,P2_to_obs_point_33_relative_position,P2_to_obs_point_34_relative_position,P2_to_obs_point_35_relative_position,P2_to_obs_point_36_relative_position,P2_to_obs_point_37_relative_position,P2_to_obs_point_38_relative_position,P2_to_obs_point_39_relative_position,P2_to_obs_point_40_relative_position,P2_to_obs_point_41_relative_position,P2_to_obs_point_42_relative_position,P2_to_obs_point_43_relative_position,P2_to_obs_point_44_relative_position,P2_to_obs_point_45_relative_position,P2_to_obs_point_46_relative_position,P2_to_obs_point_47_relative_position,P2_to_obs_point_48_relative_position,P2_to_obs_point_49_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(0, -1)","(0, -23)","(1, -23)","(-1, -23)","(2, -23)","(-2, -23)","(3, -23)","(-3, -23)","(4, -23)","(-4, -23)","(5, -23)","(-5, -23)","(6, -23)","(-6, -23)","(7, -23)","(-7, -23)","(8, -23)","(-8, -23)","(9, -23)","(-9, -23)","(10, -23)","(-10, -23)","(11, -23)","(-11, -23)","(12, -23)","(-11, -24)","(13, -23)","(14, -23)","(-11, -25)","(15, -23)","(16, -23)","(-11, -26)","(17, -23)","(-11, -27)","(18, -23)","(19, -23)","(-11, -28)","(20, -23)","(-11, -29)","(21, -23)","(22, -23)","(-11, -30)","(23, -23)","(-11, -31)","(24, -23)","(-11, -32)","(25, -23)","(26, -23)","(-11, -33)","(27, -23)","(-11, -34)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-11, -23)","(13, -22)","(14, -22)","(-11, -24)","(15, -22)","(16, -22)","(-11, -25)","(17, -22)","(-11, -26)","(18, -22)","(19, -22)","(-11, -27)","(20, -22)","(-11, -28)","(21, -22)","(-11, -29)","(22, -22)","(23, -22)","(-11, -30)","(24, -22)","(-11, -31)","(25, -22)","(-11, -32)","(26, -22)","(-11, -33)","(27, -22)","(63, 273)","(63, 274)",2,4,200,29071
"(0, -2)","(0, -24)","(1, -24)","(-1, -24)","(2, -24)","(-2, -24)","(3, -24)","(-3, -24)","(4, -24)","(-4, -24)","(5, -24)","(-5, -24)","(6, -24)","(-6, -24)","(7, -24)","(-7, -24)","(8, -24)","(-8, -24)","(9, -24)","(-9, -24)","(10, -24)","(-10, -24)","(11, -24)","(-11, -24)","(12, -24)","(13, -24)","(-11, -25)","(14, -24)","(-11, -26)","(15, -24)","(16, -24)","(-11, -27)","(17, -24)","(18, -24)","(-11, -28)","(19, -24)","(-11, -29)","(20, -24)","(21, -24)","(-11, -30)","(22, -24)","(-11, -31)","(23, -24)","(-11, -32)","(24, -24)","(25, -24)","(-11, -33)","(26, -24)","(-11, -34)","(27, -24)","(-11, -35)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-11, -23)","(13, -22)","(14, -22)","(-11, -24)","(15, -22)","(16, -22)","(-11, -25)","(17, -22)","(-11, -26)","(18, -22)","(19, -22)","(-11, -27)","(20, -22)","(-11, -28)","(21, -22)","(-11, -29)","(22, -22)","(23, -22)","(-11, -30)","(24, -22)","(-11, -31)","(25, -22)","(-11, -32)","(26, -22)","(-11, -33)","(27, -22)","(63, 272)","(63, 274)",2,4,200,29107
"(0, -3)","(0, -25)","(1, -25)","(-1, -25)","(2, -25)","(-2, -25)","(3, -25)","(-3, -25)","(4, -25)","(-4, -25)","(5, -25)","(-5, -25)","(6, -25)","(-6, -25)","(7, -25)","(-7, -25)","(8, -25)","(-8, -25)","(9, -25)","(-9, -25)","(10, -25)","(-10, -25)","(11, -25)","(-11, -25)","(12, -25)","(13, -25)","(-11, -26)","(14, -25)","(15, -25)","(-11, -27)","(16, -25)","(-11, -28)","(17, -25)","(18, -25)","(-11, -29)","(19, -25)","(-11, -30)","(20, -25)","(21, -25)","(-11, -31)","(22, -25)","(-11, -32)","(23, -25)","(24, -25)","(-11, -33)","(25, -25)","(-11, -34)","(26, -25)","(-11, -35)","(27, -25)","(28, -25)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-11, -23)","(13, -22)","(14, -22)","(-11, -24)","(15, -22)","(16, -22)","(-11, -25)","(17, -22)","(-11, -26)","(18, -22)","(19, -22)","(-11, -27)","(20, -22)","(-11, -28)","(21, -22)","(-11, -29)","(22, -22)","(23, -22)","(-11, -30)","(24, -22)","(-11, -31)","(25, -22)","(-11, -32)","(26, -22)","(-11, -33)","(27, -22)","(63, 271)","(63, 274)",2,4,200,29143
"(0, -4)","(0, -26)","(1, -26)","(-1, -26)","(2, -26)","(-2, -26)","(3, -26)","(-3, -26)","(4, -26)","(-4, -26)","(5, -26)","(-5, -26)","(6, -26)","(-6, -26)","(7, -26)","(-7, -26)","(8, -26)","(-8, -26)","(9, -26)","(-9, -26)","(10, -26)","(-10, -26)","(11, -26)","(-11, -26)","(12, -26)","(13, -26)","(-11, -27)","(14, -26)","(15, -26)","(-11, -28)","(16, -26)","(-11, -29)","(17, -26)","(18, -26)","(-11, -30)","(19, -26)","(20, -26)","(-11, -31)","(21, -26)","(-11, -32)","(22, -26)","(23, -26)","(-11, -33)","(24, -26)","(-11, -34)","(25, -26)","(-11, -35)","(26, -26)","(27, -26)","(-11, -36)","(28, -26)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-11, -23)","(13, -22)","(14, -22)","(-11, -24)","(15, -22)","(16, -22)","(-11, -25)","(17, -22)","(-11, -26)","(18, -22)","(19, -22)","(-11, -27)","(20, -22)","(-11, -28)","(21, -22)","(-11, -29)","(22, -22)","(23, -22)","(-11, -30)","(24, -22)","(-11, -31)","(25, -22)","(-11, -32)","(26, -22)","(-11, -33)","(27, -22)","(63, 270)","(63, 274)",2,4,200,29179
"(0, -5)","(0, -27)","(1, -27)","(-1, -27)","(2, -27)","(-2, -27)","(3, -27)","(-3, -27)","(4, -27)","(-4, -27)","(5, -27)","(-5, -27)","(6, -27)","(-6, -27)","(7, -27)","(-7, -27)","(8, -27)","(-8, -27)","(9, -27)","(-9, -27)","(10, -27)","(-10, -27)","(11, -27)","(-11, -27)","(12, -27)","(13, -27)","(-11, -28)","(14, -27)","(15, -27)","(-11, -29)","(16, -27)","(17, -27)","(-11, -30)","(18, -27)","(-11, -31)","(19, -27)","(20, -27)","(-11, -32)","(21, -27)","(-11, -33)","(22, -27)","(23, -27)","(-11, -34)","(24, -27)","(-11, -35)","(25, -27)","(26, -27)","(-11, -36)","(27, -27)","(-11, -37)","(28, -27)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-11, -23)","(13, -22)","(14, -22)","(-11, -24)","(15, -22)","(16, -22)","(-11, -25)","(17, -22)","(-11, -26)","(18, -22)","(19, -22)","(-11, -27)","(20, -22)","(-11, -28)","(21, -22)","(-11, -29)","(22, -22)","(23, -22)","(-11, -30)","(24, -22)","(-11, -31)","(25, -22)","(-11, -32)","(26, -22)","(-11, -33)","(27, -22)","(63, 269)","(63, 274)",2,4,200,29214
"(0, -6)","(0, -28)","(1, -28)","(-1, -28)","(2, -28)","(-2, -28)","(3, -28)","(-3, -28)","(4, -28)","(-4, -28)","(5, -28)","(-5, -28)","(6, -28)","(-6, -28)","(7, -28)","(-7, -28)","(8, -28)","(-8, -28)","(9, -28)","(-9, -28)","(10, -28)","(-10, -28)","(11, -28)","(-11, -28)","(12, -28)","(13, -28)","(-11, -29)","(14, -28)","(15, -28)","(-11, -30)","(16, -28)","(17, -28)","(-11, -31)","(18, -28)","(19, -28)","(-11, -32)","(20, -28)","(-11, -33)","(21, -28)","(22, -28)","(-11, -34)","(23, -28)","(-11, -35)","(24, -28)","(25, -28)","(-11, -36)","(26, -28)","(-11, -37)","(27, -28)","(-11, -38)","(28, -28)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-11, -23)","(13, -22)","(14, -22)","(-11, -24)","(15, -22)","(16, -22)","(-11, -25)","(17, -22)","(-11, -26)","(18, -22)","(19, -22)","(-11, -27)","(20, -22)","(-11, -28)","(21, -22)","(-11, -29)","(22, -22)","(23, -22)","(-11, -30)","(24, -22)","(-11, -31)","(25, -22)","(-11, -32)","(26, -22)","(-11, -33)","(27, -22)","(63, 268)","(63, 274)",2,4,200,29250
"(0, -7)","(0, -29)","(1, -29)","(-1, -29)","(2, -29)","(-2, -29)","(3, -29)","(-3, -29)","(4, -29)","(-4, -29)","(5, -29)","(-5, -29)","(6, -29)","(-6, -29)","(7, -29)","(-7, -29)","(8, -29)","(-8, -29)","(9, -29)","(-9, -29)","(10, -29)","(-10, -29)","(11, -29)","(-11, -29)","(12, -29)","(13, -29)","(-11, -30)","(14, -29)","(15, -29)","(-11, -31)","(16, -29)","(17, -29)","(-11, -32)","(18, -29)","(19, -29)","(-11, -33)","(20, -29)","(-11, -34)","(21, -29)","(22, -29)","(-11, -35)","(23, -29)","(24, -29)","(-11, -36)","(25, -29)","(-11, -37)","(26, -29)","(-11, -38)","(27, -29)","(28, -29)","(-11, -39)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-11, -23)","(13, -22)","(14, -22)","(-11, -24)","(15, -22)","(16, -22)","(-11, -25)","(17, -22)","(-11, -26)","(18, -22)","(19, -22)","(-11, -27)","(20, -22)","(-11, -28)","(21, -22)","(-11, -29)","(22, -22)","(23, -22)","(-11, -30)","(24, -22)","(-11, -31)","(25, -22)","(-11, -32)","(26, -22)","(-11, -33)","(27, -22)","(63, 267)","(63, 274)",2,4,200,29286
"(0, -8)","(0, -30)","(1, -30)","(-1, -30)","(2, -30)","(-2, -30)","(3, -30)","(-3, -30)","(4, -30)","(-4, -30)","(5, -30)","(-5, -30)","(6, -30)","(-6, -30)","(7, -30)","(-7, -30)","(8, -30)","(-8, -30)","(9, -30)","(-9, -30)","(10, -30)","(-10, -30)","(11, -30)","(-11, -30)","(12, -30)","(13, -30)","(-11, -31)","(14, -30)","(15, -30)","(-11, -32)","(16, -30)","(17, -30)","(-11, -33)","(18, -30)","(19, -30)","(-11, -34)","(20, -30)","(21, -30)","(-11, -35)","(22, -30)","(-11, -36)","(23, -30)","(24, -30)","(-11, -37)","(25, -30)","(-11, -38)","(26, -30)","(27, -30)","(-11, -39)","(28, -30)","(-11, -40)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-11, -23)","(13, -22)","(14, -22)","(-11, -24)","(15, -22)","(16, -22)","(-11, -25)","(17, -22)","(-11, -26)","(18, -22)","(19, -22)","(-11, -27)","(20, -22)","(-11, -28)","(21, -22)","(-11, -29)","(22, -22)","(23, -22)","(-11, -30)","(24, -22)","(-11, -31)","(25, -22)","(-11, -32)","(26, -22)","(-11, -33)","(27, -22)","(63, 266)","(63, 274)",2,4,200,29321
"(0, -9)","(0, -31)","(1, -31)","(-1, -31)","(2, -31)","(-2, -31)","(3, -31)","(-3, -31)","(4, -31)","(-4, -31)","(5, -31)","(-5, -31)","(6, -31)","(-6, -31)","(7, -31)","(-7, -31)","(8, -31)","(-8, -31)","(9, -31)","(-9, -31)","(10, -31)","(-10, -31)","(11, -31)","(-11, -31)","(12, -31)","(13, -31)","(-11, -32)","(14, -31)","(15, -31)","(-11, -33)","(16, -31)","(17, -31)","(-11, -34)","(18, -31)","(19, -31)","(-11, -35)","(20, -31)","(21, -31)","(-11, -36)","(22, -31)","(23, -31)","(-11, -37)","(24, -31)","(-11, -38)","(25, -31)","(26, -31)","(-11, -39)","(27, -31)","(-11, -40)","(28, -31)","(29, -31)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-11, -23)","(13, -22)","(14, -22)","(-11, -24)","(15, -22)","(16, -22)","(-11, -25)","(17, -22)","(-11, -26)","(18, -22)","(19, -22)","(-11, -27)","(20, -22)","(-11, -28)","(21, -22)","(-11, -29)","(22, -22)","(23, -22)","(-11, -30)","(24, -22)","(-11, -31)","(25, -22)","(-11, -32)","(26, -22)","(-11, -33)","(27, -22)","(63, 265)","(63, 274)",2,4,200,29357
"(0, -10)","(0, -32)","(1, -32)","(-1, -32)","(2, -32)","(-2, -32)","(3, -32)","(-3, -32)","(4, -32)","(-4, -32)","(5, -32)","(-5, -32)","(6, -32)","(-6, -32)","(7, -32)","(-7, -32)","(8, -32)","(-8, -32)","(9, -32)","(-9, -32)","(10, -32)","(-10, -32)","(11, -32)","(-11, -32)","(12, -32)","(13, -32)","(-11, -33)","(14, -32)","(15, -32)","(-11, -34)","(16, -32)","(17, -32)","(-11, -35)","(18, -32)","(19, -32)","(-11, -36)","(20, -32)","(21, -32)","(-11, -37)","(22, -32)","(23, -32)","(-11, -38)","(24, -32)","(-11, -39)","(25, -32)","(26, -32)","(-11, -40)","(27, -32)","(-11, -41)","(28, -32)","(29, -32)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-11, -23)","(13, -22)","(14, -22)","(-11, -24)","(15, -22)","(16, -22)","(-11, -25)","(17, -22)","(-11, -26)","(18, -22)","(19, -22)","(-11, -27)","(20, -22)","(-11, -28)","(21, -22)","(-11, -29)","(22, -22)","(23, -22)","(-11, -30)","(24, -22)","(-11, -31)","(25, -22)","(-11, -32)","(26, -22)","(-11, -33)","(27, -22)","(63, 264)","(63, 274)",2,4,200,29393
