P1_to_P2_relative_position,P1_to_obs_point_0_relative_position,P1_to_obs_point_1_relative_position,P1_to_obs_point_2_relative_position,P1_to_obs_point_3_relative_position,P1_to_obs_point_4_relative_position,P1_to_obs_point_5_relative_position,P1_to_obs_point_6_relative_position,P1_to_obs_point_7_relative_position,P1_to_obs_point_8_relative_position,P1_to_obs_point_9_relative_position,P1_to_obs_point_10_relative_position,P1_to_obs_point_11_relative_position,P1_to_obs_point_12_relative_position,P1_to_obs_point_13_relative_position,P1_to_obs_point_14_relative_position,P1_to_obs_point_15_relative_position,P1_to_obs_point_16_relative_position,P1_to_obs_point_17_relative_position,P1_to_obs_point_18_relative_position,P1_to_obs_point_19_relative_position,P1_to_obs_point_20_relative_position,P1_to_obs_point_21_relative_position,P1_to_obs_point_22_relative_position,P1_to_obs_point_23_relative_position,P1_to_obs_point_24_relative_position,P1_to_obs_point_25_relative_position,P1_to_obs_point_26_relative_position,P1_to_obs_point_27_relative_position,P1_to_obs_point_28_relative_position,P1_to_obs_point_29_relative_position,P1_to_obs_point_30_relative_position,P1_to_obs_point_31_relative_position,P1_to_obs_point_32_relative_position,P1_to_obs_point_33_relative_position,P1_to_obs_point_34_relative_position,P1_to_obs_point_35_relative_position,P1_to_obs_point_36_relative_position,P1_to_obs_point_37_relative_position,P1_to_obs_point_38_relative_position,P1_to_obs_point_39_relative_position,P1_to_obs_point_40_relative_position,P1_to_obs_point_41_relative_position,P1_to_obs_point_42_relative_position,P1_to_obs_point_43_relative_position,P1_to_obs_point_44_relative_position,P1_to_obs_point_45_relative_position,P1_to_obs_point_46_relative_position,P1_to_obs_point_47_relative_position,P1_to_obs_point_48_relative_position,P1_to_obs_point_49_relative_position,P2_to_obs_point_0_relative_position,P2_to_obs_point_1_relative_position,P2_to_obs_point_2_relative_position,P2_to_obs_point_3_relative_position,P2_to_obs_point_4_relative_position,P2_to_obs_point_5_relative_position,P2_to_obs_point_6_relative_position,P2_to_obs_point_7_relative_position,P2_to_obs_point_8_relative_position,P2_to_obs_point_9_relative_position,P2_to_obs_point_10_relative_position,P2_to_obs_point_11_relative_position,P2_to_obs_point_12_relative_position,P2_to_obs_point_13_relative_position,P2_to_obs_point_14_relative_position,P2_to_obs_point_15_relative_position,P2_to_obs_point_16_relative_position,P2_to_obs_point_17_relative_position,P2_to_obs_point_18_relative_position,P2_to_obs_point_19_relative_position,P2_to_obs_point_20_relative_position,P2_to_obs_point_21_relative_position,P2_to_obs_point_22_relative_position,P2_to_obs_point_23_relative_position,P2_to_obs_point_24_relative_position,P2_to_obs_point_25_relative_position,P2_to_obs_point_26_relative_position,P2_to_obs_point_27_relative_position,P2_to_obs_point_28_relative_position,P2_to_obs_point_29_relative_position,P2_to_obs_point_30_relative_position,P2_to_obs_point_31_relative_position,P2_to_obs_point_32_relative_position,P2_to_obs_point_33_relative_position,P2_to_obs_point_34_relative_position,P2_to_obs_point_35_relative_position,P2_to_obs_point_36_relative_position,P2_to_obs_point_37_relative_position,P2_to_obs_point_38_relative_position,P2_to_obs_point_39_relative_position,P2_to_obs_point_40_relative_position,P2_to_obs_point_41_relative_position,P2_to_obs_point_42_relative_position,P2_to_obs_point_43_relative_position,P2_to_obs_point_44_relative_position,P2_to_obs_point_45_relative_position,P2_to_obs_point_46_relative_position,P2_to_obs_point_47_relative_position,P2_to_obs_point_48_relative_position,P2_to_obs_point_49_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(1, 0)","(-22, 27)","(-22, 28)","(-22, 29)","(-22, 30)","(-22, 31)","(-22, 32)","(-22, 33)","(-22, 34)","(-22, 35)","(-22, 36)","(-22, 37)","(31, 30)","(31, 31)","(-22, 38)","(31, 32)","(-22, 39)","(31, 33)","(-22, 40)","(31, 34)","(-22, 41)","(31, 35)","(-22, 42)","(31, 36)","(31, 37)","(-22, 43)","(-38, 31)","(31, 38)","(-22, 44)","(-38, 32)","(31, 39)",,,,,,,,,,,,,,,,,,,,,"(-23, 27)","(-23, 28)","(-23, 29)","(-23, 30)","(-23, 31)","(-23, 32)","(-23, 33)","(-23, 34)","(-23, 35)","(30, 30)","(-23, 36)","(30, 31)","(-23, 37)","(30, 32)","(-23, 38)","(30, 33)","(-23, 39)","(30, 34)","(30, 35)","(-23, 40)","(30, 36)","(-23, 41)","(30, 37)","(-23, 42)","(30, 38)","(-23, 43)","(30, 39)","(-23, 44)","(-39, 31)","(30, 40)",,,,,,,,,,,,,,,,,,,,,"(-133, 243)","(-134, 243)",1,4,200,8643
"(2, 0)","(-21, 27)","(-21, 28)","(-21, 29)","(-21, 30)","(-21, 31)","(-21, 32)","(-21, 33)","(-21, 34)","(-21, 35)","(-21, 36)","(-21, 37)","(-21, 38)","(32, 30)","(-21, 39)","(32, 31)","(-21, 40)","(32, 32)","(32, 33)","(-21, 41)","(32, 34)","(-21, 42)","(32, 35)","(-21, 43)","(32, 36)","(-37, 31)","(-21, 44)","(-37, 32)","(32, 37)","(-37, 33)","(-21, 45)",,,,,,,,,,,,,,,,,,,,,"(-23, 27)","(-23, 28)","(-23, 29)","(-23, 30)","(-23, 31)","(-23, 32)","(-23, 33)","(-23, 34)","(-23, 35)","(30, 30)","(-23, 36)","(30, 31)","(-23, 37)","(30, 32)","(-23, 38)","(30, 33)","(-23, 39)","(30, 34)","(30, 35)","(-23, 40)","(30, 36)","(-23, 41)","(30, 37)","(-23, 42)","(30, 38)","(-23, 43)","(30, 39)","(-23, 44)","(-39, 31)","(30, 40)",,,,,,,,,,,,,,,,,,,,,"(-132, 243)","(-134, 243)",1,4,200,8679
"(3, 0)","(-20, 27)","(-20, 28)","(-20, 29)","(-20, 30)","(-20, 31)","(-20, 32)","(-20, 33)","(-20, 34)","(-20, 35)","(-20, 36)","(-20, 37)","(-20, 38)","(-20, 39)","(33, 30)","(-20, 40)","(33, 31)","(-20, 41)","(33, 32)","(-20, 42)","(33, 33)","(33, 34)","(-20, 43)","(-36, 31)","(33, 35)","(-36, 32)","(-20, 44)","(-36, 33)","(33, 36)","(-20, 45)","(-36, 34)",,,,,,,,,,,,,,,,,,,,,"(-23, 27)","(-23, 28)","(-23, 29)","(-23, 30)","(-23, 31)","(-23, 32)","(-23, 33)","(-23, 34)","(-23, 35)","(30, 30)","(-23, 36)","(30, 31)","(-23, 37)","(30, 32)","(-23, 38)","(30, 33)","(-23, 39)","(30, 34)","(30, 35)","(-23, 40)","(30, 36)","(-23, 41)","(30, 37)","(-23, 42)","(30, 38)","(-23, 43)","(30, 39)","(-23, 44)","(-39, 31)","(30, 40)",,,,,,,,,,,,,,,,,,,,,"(-131, 243)","(-134, 243)",1,4,200,8714
"(4, 0)","(-19, 27)","(-19, 28)","(-19, 29)","(-19, 30)","(-19, 31)","(-19, 32)","(-19, 33)","(-19, 34)","(-19, 35)","(-19, 36)","(-19, 37)","(-19, 38)","(-19, 39)","(-19, 40)","(-19, 41)","(34, 30)","(34, 31)","(-19, 42)","(34, 32)","(-35, 31)","(-19, 43)","(34, 33)","(-35, 32)","(-19, 44)","(34, 34)","(-35, 33)","(-35, 34)","(34, 35)","(-19, 45)","(-35, 35)","(-19, 46)",,,,,,,,,,,,,,,,,,,,"(-23, 27)","(-23, 28)","(-23, 29)","(-23, 30)","(-23, 31)","(-23, 32)","(-23, 33)","(-23, 34)","(-23, 35)","(30, 30)","(-23, 36)","(30, 31)","(-23, 37)","(30, 32)","(-23, 38)","(30, 33)","(-23, 39)","(30, 34)","(30, 35)","(-23, 40)","(30, 36)","(-23, 41)","(30, 37)","(-23, 42)","(30, 38)","(-23, 43)","(30, 39)","(-23, 44)","(-39, 31)","(30, 40)",,,,,,,,,,,,,,,,,,,,,"(-130, 243)","(-134, 243)",1,4,200,8750
"(5, 0)","(-18, 27)","(-18, 28)","(-18, 29)","(-18, 30)","(-18, 31)","(-18, 32)","(-18, 33)","(-18, 34)","(-18, 35)","(-18, 36)","(-18, 37)","(-18, 38)","(-18, 39)","(-18, 40)","(-18, 41)","(-18, 42)","(-34, 31)","(35, 30)","(-18, 43)","(-34, 32)","(35, 31)","(-34, 33)","(35, 32)","(-18, 44)","(-34, 34)","(35, 33)","(-18, 45)","(-34, 35)","(35, 34)","(-18, 46)","(-34, 36)",,,,,,,,,,,,,,,,,,,,"(-23, 27)","(-23, 28)","(-23, 29)","(-23, 30)","(-23, 31)","(-23, 32)","(-23, 33)","(-23, 34)","(-23, 35)","(30, 30)","(-23, 36)","(30, 31)","(-23, 37)","(30, 32)","(-23, 38)","(30, 33)","(-23, 39)","(30, 34)","(30, 35)","(-23, 40)","(30, 36)","(-23, 41)","(30, 37)","(-23, 42)","(30, 38)","(-23, 43)","(30, 39)","(-23, 44)","(-39, 31)","(30, 40)",,,,,,,,,,,,,,,,,,,,,"(-129, 243)","(-134, 243)",1,4,200,8786
"(6, 0)","(-17, 27)","(-17, 28)","(-17, 29)","(-17, 30)","(-17, 31)","(-17, 32)","(-17, 33)","(-17, 34)","(-17, 35)","(-17, 36)","(-17, 37)","(-17, 38)","(-17, 39)","(-17, 40)","(-17, 41)","(-33, 31)","(-17, 42)","(-33, 32)","(-17, 43)","(-33, 33)","(36, 30)","(-17, 44)","(-33, 34)","(36, 31)","(-17, 45)","(-33, 35)","(36, 32)","(-33, 36)","(36, 33)","(-17, 46)","(-33, 37)","(-17, 47)",,,,,,,,,,,,,,,,,,,"(-23, 27)","(-23, 28)","(-23, 29)","(-23, 30)","(-23, 31)","(-23, 32)","(-23, 33)","(-23, 34)","(-23, 35)","(30, 30)","(-23, 36)","(30, 31)","(-23, 37)","(30, 32)","(-23, 38)","(30, 33)","(-23, 39)","(30, 34)","(30, 35)","(-23, 40)","(30, 36)","(-23, 41)","(30, 37)","(-23, 42)","(30, 38)","(-23, 43)","(30, 39)","(-23, 44)","(-39, 31)","(30, 40)",,,,,,,,,,,,,,,,,,,,,"(-128, 243)","(-134, 243)",1,4,200,8821
"(7, 0)","(-16, 27)","(-16, 28)","(-16, 29)","(-16, 30)","(-16, 31)","(-16, 32)","(-16, 33)","(-16, 34)","(-16, 35)","(-16, 36)","(-16, 37)","(-16, 38)","(-16, 39)","(-16, 40)","(-16, 41)","(-32, 31)","(-16, 42)","(-32, 32)","(-16, 43)","(-32, 33)","(-32, 34)","(-16, 44)","(-32, 35)","(37, 30)","(-16, 45)","(-32, 36)","(37, 31)","(-16, 46)","(-32, 37)","(37, 32)","(-16, 47)","(-32, 38)",,,,,,,,,,,,,,,,,,,"(-23, 27)","(-23, 28)","(-23, 29)","(-23, 30)","(-23, 31)","(-23, 32)","(-23, 33)","(-23, 34)","(-23, 35)","(30, 30)","(-23, 36)","(30, 31)","(-23, 37)","(30, 32)","(-23, 38)","(30, 33)","(-23, 39)","(30, 34)","(30, 35)","(-23, 40)","(30, 36)","(-23, 41)","(30, 37)","(-23, 42)","(30, 38)","(-23, 43)","(30, 39)","(-23, 44)","(-39, 31)","(30, 40)",,,,,,,,,,,,,,,,,,,,,"(-127, 243)","(-134, 243)",1,4,200,8857
"(8, 0)","(-15, 27)","(-15, 28)","(-15, 29)","(-15, 30)","(-15, 31)","(-15, 32)","(-15, 33)","(-15, 34)","(-15, 35)","(-15, 36)","(-15, 37)","(-15, 38)","(-15, 39)","(-15, 40)","(-15, 41)","(-31, 31)","(-31, 32)","(-15, 42)","(-31, 33)","(-15, 43)","(-31, 34)","(-15, 44)","(-31, 35)","(-15, 45)","(-31, 36)","(-31, 37)","(-15, 46)","(38, 30)","(-31, 38)","(38, 31)","(38, 32)","(-31, 39)",,,,,,,,,,,,,,,,,,,"(-23, 27)","(-23, 28)","(-23, 29)","(-23, 30)","(-23, 31)","(-23, 32)","(-23, 33)","(-23, 34)","(-23, 35)","(30, 30)","(-23, 36)","(30, 31)","(-23, 37)","(30, 32)","(-23, 38)","(30, 33)","(-23, 39)","(30, 34)","(30, 35)","(-23, 40)","(30, 36)","(-23, 41)","(30, 37)","(-23, 42)","(30, 38)","(-23, 43)","(30, 39)","(-23, 44)","(-39, 31)","(30, 40)",,,,,,,,,,,,,,,,,,,,,"(-126, 243)","(-134, 243)",1,4,200,8893
"(9, 0)","(-14, 27)","(-14, 28)","(-14, 29)","(-14, 30)","(-14, 31)","(-14, 32)","(-14, 33)","(-14, 34)","(-14, 35)","(-14, 36)","(-14, 37)","(-14, 38)","(-14, 39)","(-14, 40)","(-30, 31)","(-14, 41)","(-30, 32)","(-14, 42)","(-30, 33)","(-14, 43)","(-30, 34)","(-30, 35)","(-14, 44)","(-30, 36)","(-14, 45)","(-30, 37)","(-14, 46)","(-30, 38)","(-14, 47)","(-30, 39)","(39, 31)","(-14, 48)","(-30, 40)",,,,,,,,,,,,,,,,,,"(-23, 27)","(-23, 28)","(-23, 29)","(-23, 30)","(-23, 31)","(-23, 32)","(-23, 33)","(-23, 34)","(-23, 35)","(30, 30)","(-23, 36)","(30, 31)","(-23, 37)","(30, 32)","(-23, 38)","(30, 33)","(-23, 39)","(30, 34)","(30, 35)","(-23, 40)","(30, 36)","(-23, 41)","(30, 37)","(-23, 42)","(30, 38)","(-23, 43)","(30, 39)","(-23, 44)","(-39, 31)","(30, 40)",,,,,,,,,,,,,,,,,,,,,"(-125, 243)","(-134, 243)",1,4,200,8929
"(10, 0)","(-13, 27)","(-13, 28)","(-13, 29)","(-13, 30)","(-13, 31)","(-13, 32)","(-13, 33)","(-13, 34)","(-13, 35)","(-13, 36)","(-13, 37)","(-13, 38)","(-13, 39)","(-13, 40)","(-29, 31)","(-13, 41)","(-29, 32)","(-29, 33)","(-13, 42)","(-29, 34)","(-13, 43)","(-29, 35)","(-13, 44)","(-29, 36)","(-13, 45)","(-29, 37)","(-13, 46)","(-29, 38)","(-29, 39)","(-13, 47)","(-13, 48)","(40, 30)",,,,,,,,,,,,,,,,,,,"(-23, 27)","(-23, 28)","(-23, 29)","(-23, 30)","(-23, 31)","(-23, 32)","(-23, 33)","(-23, 34)","(-23, 35)","(30, 30)","(-23, 36)","(30, 31)","(-23, 37)","(30, 32)","(-23, 38)","(30, 33)","(-23, 39)","(30, 34)","(30, 35)","(-23, 40)","(30, 36)","(-23, 41)","(30, 37)","(-23, 42)","(30, 38)","(-23, 43)","(30, 39)","(-23, 44)","(-39, 31)","(30, 40)",,,,,,,,,,,,,,,,,,,,,"(-124, 243)","(-134, 243)",1,4,200,8964
