P1_to_P2_relative_position,P1_to_obs_point_0_relative_position,P1_to_obs_point_1_relative_position,P1_to_obs_point_2_relative_position,P1_to_obs_point_3_relative_position,P1_to_obs_point_4_relative_position,P1_to_obs_point_5_relative_position,P1_to_obs_point_6_relative_position,P1_to_obs_point_7_relative_position,P1_to_obs_point_8_relative_position,P1_to_obs_point_9_relative_position,P1_to_obs_point_10_relative_position,P1_to_obs_point_11_relative_position,P1_to_obs_point_12_relative_position,P1_to_obs_point_13_relative_position,P1_to_obs_point_14_relative_position,P1_to_obs_point_15_relative_position,P1_to_obs_point_16_relative_position,P1_to_obs_point_17_relative_position,P1_to_obs_point_18_relative_position,P1_to_obs_point_19_relative_position,P1_to_obs_point_20_relative_position,P1_to_obs_point_21_relative_position,P1_to_obs_point_22_relative_position,P1_to_obs_point_23_relative_position,P1_to_obs_point_24_relative_position,P1_to_obs_point_25_relative_position,P1_to_obs_point_26_relative_position,P1_to_obs_point_27_relative_position,P1_to_obs_point_28_relative_position,P1_to_obs_point_29_relative_position,P1_to_obs_point_30_relative_position,P1_to_obs_point_31_relative_position,P1_to_obs_point_32_relative_position,P1_to_obs_point_33_relative_position,P1_to_obs_point_34_relative_position,P1_to_obs_point_35_relative_position,P1_to_obs_point_36_relative_position,P1_to_obs_point_37_relative_position,P1_to_obs_point_38_relative_position,P1_to_obs_point_39_relative_position,P1_to_obs_point_40_relative_position,P1_to_obs_point_41_relative_position,P1_to_obs_point_42_relative_position,P1_to_obs_point_43_relative_position,P1_to_obs_point_44_relative_position,P1_to_obs_point_45_relative_position,P1_to_obs_point_46_relative_position,P1_to_obs_point_47_relative_position,P1_to_obs_point_48_relative_position,P1_to_obs_point_49_relative_position,P2_to_obs_point_0_relative_position,P2_to_obs_point_1_relative_position,P2_to_obs_point_2_relative_position,P2_to_obs_point_3_relative_position,P2_to_obs_point_4_relative_position,P2_to_obs_point_5_relative_position,P2_to_obs_point_6_relative_position,P2_to_obs_point_7_relative_position,P2_to_obs_point_8_relative_position,P2_to_obs_point_9_relative_position,P2_to_obs_point_10_relative_position,P2_to_obs_point_11_relative_position,P2_to_obs_point_12_relative_position,P2_to_obs_point_13_relative_position,P2_to_obs_point_14_relative_position,P2_to_obs_point_15_relative_position,P2_to_obs_point_16_relative_position,P2_to_obs_point_17_relative_position,P2_to_obs_point_18_relative_position,P2_to_obs_point_19_relative_position,P2_to_obs_point_20_relative_position,P2_to_obs_point_21_relative_position,P2_to_obs_point_22_relative_position,P2_to_obs_point_23_relative_position,P2_to_obs_point_24_relative_position,P2_to_obs_point_25_relative_position,P2_to_obs_point_26_relative_position,P2_to_obs_point_27_relative_position,P2_to_obs_point_28_relative_position,P2_to_obs_point_29_relative_position,P2_to_obs_point_30_relative_position,P2_to_obs_point_31_relative_position,P2_to_obs_point_32_relative_position,P2_to_obs_point_33_relative_position,P2_to_obs_point_34_relative_position,P2_to_obs_point_35_relative_position,P2_to_obs_point_36_relative_position,P2_to_obs_point_37_relative_position,P2_to_obs_point_38_relative_position,P2_to_obs_point_39_relative_position,P2_to_obs_point_40_relative_position,P2_to_obs_point_41_relative_position,P2_to_obs_point_42_relative_position,P2_to_obs_point_43_relative_position,P2_to_obs_point_44_relative_position,P2_to_obs_point_45_relative_position,P2_to_obs_point_46_relative_position,P2_to_obs_point_47_relative_position,P2_to_obs_point_48_relative_position,P2_to_obs_point_49_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(-1, 0)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-12, -22)","(-13, -22)","(12, -23)","(-14, -22)","(-15, -22)","(12, -24)","(-16, -22)","(12, -25)","(-17, -22)","(-18, -22)","(12, -26)","(-19, -22)","(12, -27)","(-20, -22)","(-21, -22)","(12, -28)","(-22, -22)","(12, -29)","(-23, -22)","(12, -30)","(-24, -22)","(12, -31)","(-25, -22)","(-26, -22)","(12, -32)","(-27, -22)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-12, -22)","(13, -22)","(-13, -22)","(-14, -22)","(13, -23)","(-15, -22)","(-16, -22)","(13, -24)","(-17, -22)","(13, -25)","(-18, -22)","(-19, -22)","(13, -26)","(-20, -22)","(13, -27)","(-21, -22)","(13, -28)","(-22, -22)","(13, -29)","(-23, -22)","(-24, -22)","(13, -30)","(-25, -22)","(13, -31)","(-26, -22)","(13, -32)","(366, -71)","(367, -71)",0,4,200,5893
"(-2, 0)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(-12, -22)","(11, -23)","(-13, -22)","(-14, -22)","(11, -24)","(-15, -22)","(-16, -22)","(11, -25)","(-17, -22)","(11, -26)","(-18, -22)","(-19, -22)","(11, -27)","(-20, -22)","(11, -28)","(-21, -22)","(11, -29)","(-22, -22)","(-23, -22)","(11, -30)","(-24, -22)","(11, -31)","(-25, -22)","(11, -32)","(-26, -22)","(11, -33)","(-27, -22)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-12, -22)","(13, -22)","(-13, -22)","(-14, -22)","(13, -23)","(-15, -22)","(-16, -22)","(13, -24)","(-17, -22)","(13, -25)","(-18, -22)","(-19, -22)","(13, -26)","(-20, -22)","(13, -27)","(-21, -22)","(13, -28)","(-22, -22)","(13, -29)","(-23, -22)","(-24, -22)","(13, -30)","(-25, -22)","(13, -31)","(-26, -22)","(13, -32)","(365, -71)","(367, -71)",0,4,200,5929
"(-3, 0)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(-11, -22)","(-12, -22)","(10, -23)","(-13, -22)","(10, -24)","(-14, -22)","(-15, -22)","(10, -25)","(-16, -22)","(-17, -22)","(10, -26)","(-18, -22)","(10, -27)","(-19, -22)","(-20, -22)","(10, -28)","(-21, -22)","(10, -29)","(-22, -22)","(10, -30)","(-23, -22)","(-24, -22)","(10, -31)","(-25, -22)","(10, -32)","(-26, -22)","(10, -33)","(-27, -22)","(10, -34)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-12, -22)","(13, -22)","(-13, -22)","(-14, -22)","(13, -23)","(-15, -22)","(-16, -22)","(13, -24)","(-17, -22)","(13, -25)","(-18, -22)","(-19, -22)","(13, -26)","(-20, -22)","(13, -27)","(-21, -22)","(13, -28)","(-22, -22)","(13, -29)","(-23, -22)","(-24, -22)","(13, -30)","(-25, -22)","(13, -31)","(-26, -22)","(13, -32)","(364, -71)","(367, -71)",0,4,200,5964
"(-4, 0)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(-10, -22)","(-11, -22)","(9, -23)","(-12, -22)","(-13, -22)","(9, -24)","(-14, -22)","(9, -25)","(-15, -22)","(-16, -22)","(9, -26)","(-17, -22)","(-18, -22)","(9, -27)","(-19, -22)","(9, -28)","(-20, -22)","(9, -29)","(-21, -22)","(-22, -22)","(9, -30)","(-23, -22)","(9, -31)","(-24, -22)","(9, -32)","(-25, -22)","(-26, -22)","(9, -33)","(-27, -22)","(9, -34)","(-28, -22)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-12, -22)","(13, -22)","(-13, -22)","(-14, -22)","(13, -23)","(-15, -22)","(-16, -22)","(13, -24)","(-17, -22)","(13, -25)","(-18, -22)","(-19, -22)","(13, -26)","(-20, -22)","(13, -27)","(-21, -22)","(13, -28)","(-22, -22)","(13, -29)","(-23, -22)","(-24, -22)","(13, -30)","(-25, -22)","(13, -31)","(-26, -22)","(13, -32)","(363, -71)","(367, -71)",0,4,200,6000
"(-5, 0)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(-9, -22)","(-10, -22)","(8, -23)","(-11, -22)","(-12, -22)","(8, -24)","(-13, -22)","(-14, -22)","(8, -25)","(-15, -22)","(-16, -22)","(8, -26)","(-17, -22)","(8, -27)","(-18, -22)","(-19, -22)","(8, -28)","(-20, -22)","(8, -29)","(-21, -22)","(8, -30)","(-22, -22)","(-23, -22)","(8, -31)","(-24, -22)","(8, -32)","(-25, -22)","(8, -33)","(-26, -22)","(-27, -22)","(8, -34)","(-28, -22)","(8, -35)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-12, -22)","(13, -22)","(-13, -22)","(-14, -22)","(13, -23)","(-15, -22)","(-16, -22)","(13, -24)","(-17, -22)","(13, -25)","(-18, -22)","(-19, -22)","(13, -26)","(-20, -22)","(13, -27)","(-21, -22)","(13, -28)","(-22, -22)","(13, -29)","(-23, -22)","(-24, -22)","(13, -30)","(-25, -22)","(13, -31)","(-26, -22)","(13, -32)","(362, -71)","(367, -71)",0,4,200,6036
"(-6, 0)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(-8, -22)","(-9, -22)","(7, -23)","(-10, -22)","(-11, -22)","(7, -24)","(-12, -22)","(-13, -22)","(7, -25)","(-14, -22)","(-15, -22)","(7, -26)","(-16, -22)","(-17, -22)","(7, -27)","(-18, -22)","(7, -28)","(-19, -22)","(-20, -22)","(7, -29)","(-21, -22)","(7, -30)","(-22, -22)","(7, -31)","(-23, -22)","(-24, -22)","(7, -32)","(-25, -22)","(7, -33)","(-26, -22)","(7, -34)","(-27, -22)","(-28, -22)","(7, -35)","(-29, -22)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-12, -22)","(13, -22)","(-13, -22)","(-14, -22)","(13, -23)","(-15, -22)","(-16, -22)","(13, -24)","(-17, -22)","(13, -25)","(-18, -22)","(-19, -22)","(13, -26)","(-20, -22)","(13, -27)","(-21, -22)","(13, -28)","(-22, -22)","(13, -29)","(-23, -22)","(-24, -22)","(13, -30)","(-25, -22)","(13, -31)","(-26, -22)","(13, -32)","(361, -71)","(367, -71)",0,4,200,6071
"(-7, 0)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(-7, -22)","(-8, -22)","(-9, -22)","(6, -23)","(-10, -22)","(-11, -22)","(6, -24)","(-12, -22)","(-13, -22)","(6, -25)","(-14, -22)","(-15, -22)","(6, -26)","(-16, -22)","(6, -27)","(-17, -22)","(-18, -22)","(6, -28)","(-19, -22)","(6, -29)","(-20, -22)","(-21, -22)","(6, -30)","(-22, -22)","(6, -31)","(-23, -22)","(-24, -22)","(6, -32)","(-25, -22)","(6, -33)","(-26, -22)","(6, -34)","(-27, -22)","(6, -35)","(-28, -22)","(-29, -22)","(6, -36)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-12, -22)","(13, -22)","(-13, -22)","(-14, -22)","(13, -23)","(-15, -22)","(-16, -22)","(13, -24)","(-17, -22)","(13, -25)","(-18, -22)","(-19, -22)","(13, -26)","(-20, -22)","(13, -27)","(-21, -22)","(13, -28)","(-22, -22)","(13, -29)","(-23, -22)","(-24, -22)","(13, -30)","(-25, -22)","(13, -31)","(-26, -22)","(13, -32)","(360, -71)","(367, -71)",0,4,200,6107
"(-8, 0)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(-6, -22)","(-7, -22)","(-8, -22)","(5, -23)","(-9, -22)","(-10, -22)","(5, -24)","(-11, -22)","(-12, -22)","(5, -25)","(-13, -22)","(-14, -22)","(5, -26)","(-15, -22)","(-16, -22)","(5, -27)","(-17, -22)","(-18, -22)","(5, -28)","(-19, -22)","(5, -29)","(-20, -22)","(-21, -22)","(5, -30)","(-22, -22)","(5, -31)","(-23, -22)","(5, -32)","(-24, -22)","(-25, -22)","(5, -33)","(-26, -22)","(5, -34)","(-27, -22)","(5, -35)","(-28, -22)","(5, -36)","(-29, -22)","(-30, -22)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-12, -22)","(13, -22)","(-13, -22)","(-14, -22)","(13, -23)","(-15, -22)","(-16, -22)","(13, -24)","(-17, -22)","(13, -25)","(-18, -22)","(-19, -22)","(13, -26)","(-20, -22)","(13, -27)","(-21, -22)","(13, -28)","(-22, -22)","(13, -29)","(-23, -22)","(-24, -22)","(13, -30)","(-25, -22)","(13, -31)","(-26, -22)","(13, -32)","(359, -71)","(367, -71)",0,4,200,6143
"(-9, 0)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(-5, -22)","(-6, -22)","(-7, -22)","(4, -23)","(-8, -22)","(-9, -22)","(-10, -22)","(4, -24)","(-11, -22)","(-12, -22)","(4, -25)","(-13, -22)","(-14, -22)","(4, -26)","(-15, -22)","(-16, -22)","(4, -27)","(-17, -22)","(4, -28)","(-18, -22)","(-19, -22)","(4, -29)","(-20, -22)","(4, -30)","(-21, -22)","(-22, -22)","(4, -31)","(-23, -22)","(4, -32)","(-24, -22)","(4, -33)","(-25, -22)","(-26, -22)","(4, -34)","(-27, -22)","(4, -35)","(-28, -22)","(4, -36)","(-29, -22)","(-30, -22)","(4, -37)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-12, -22)","(13, -22)","(-13, -22)","(-14, -22)","(13, -23)","(-15, -22)","(-16, -22)","(13, -24)","(-17, -22)","(13, -25)","(-18, -22)","(-19, -22)","(13, -26)","(-20, -22)","(13, -27)","(-21, -22)","(13, -28)","(-22, -22)","(13, -29)","(-23, -22)","(-24, -22)","(13, -30)","(-25, -22)","(13, -31)","(-26, -22)","(13, -32)","(358, -71)","(367, -71)",0,4,200,6179
"(-10, 0)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(-4, -22)","(-5, -22)","(-6, -22)","(-7, -22)","(3, -23)","(-8, -22)","(-9, -22)","(-10, -22)","(3, -24)","(-11, -22)","(-12, -22)","(3, -25)","(-13, -22)","(-14, -22)","(3, -26)","(-15, -22)","(3, -27)","(-16, -22)","(-17, -22)","(3, -28)","(-18, -22)","(-19, -22)","(3, -29)","(-20, -22)","(3, -30)","(-21, -22)","(-22, -22)","(3, -31)","(-23, -22)","(3, -32)","(-24, -22)","(3, -33)","(-25, -22)","(-26, -22)","(3, -34)","(-27, -22)","(3, -35)","(-28, -22)","(3, -36)","(-29, -22)","(3, -37)","(-30, -22)","(-31, -22)","(0, -22)","(1, -22)","(-1, -22)","(2, -22)","(-2, -22)","(3, -22)","(-3, -22)","(4, -22)","(-4, -22)","(5, -22)","(-5, -22)","(6, -22)","(-6, -22)","(7, -22)","(-7, -22)","(8, -22)","(-8, -22)","(9, -22)","(-9, -22)","(10, -22)","(-10, -22)","(11, -22)","(-11, -22)","(12, -22)","(-12, -22)","(13, -22)","(-13, -22)","(-14, -22)","(13, -23)","(-15, -22)","(-16, -22)","(13, -24)","(-17, -22)","(13, -25)","(-18, -22)","(-19, -22)","(13, -26)","(-20, -22)","(13, -27)","(-21, -22)","(13, -28)","(-22, -22)","(13, -29)","(-23, -22)","(-24, -22)","(13, -30)","(-25, -22)","(13, -31)","(-26, -22)","(13, -32)","(357, -71)","(367, -71)",0,4,200,6214
