P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score,goal_x,goal_y,obs_0_x,obs_0_y,obs_0_width,obs_0_height,obs_1_x,obs_1_y,obs_1_width,obs_1_height,obs_2_x,obs_2_y,obs_2_width,obs_2_height,obs_3_x,obs_3_y,obs_3_width,obs_3_height,obs_4_x,obs_4_y,obs_4_width,obs_4_height,obs_5_x,obs_5_y,obs_5_width,obs_5_height,obs_6_x,obs_6_y,obs_6_width,obs_6_height,obs_7_x,obs_7_y,obs_7_width,obs_7_height,obs_8_x,obs_8_y,obs_8_width,obs_8_height,obs_9_x,obs_9_y,obs_9_width,obs_9_height,obs_10_x,obs_10_y,obs_10_width,obs_10_height,obs_11_x,obs_11_y,obs_11_width,obs_11_height,obs_12_x,obs_12_y,obs_12_width,obs_12_height,obs_13_x,obs_13_y,obs_13_width,obs_13_height,obs_14_x,obs_14_y,obs_14_width,obs_14_height,obs_15_x,obs_15_y,obs_15_width,obs_15_height,obs_16_x,obs_16_y,obs_16_width,obs_16_height,obs_17_x,obs_17_y,obs_17_width,obs_17_height,obs_18_x,obs_18_y,obs_18_width,obs_18_height,obs_19_x,obs_19_y,obs_19_width,obs_19_height,obs_20_x,obs_20_y,obs_20_width,obs_20_height,obs_21_x,obs_21_y,obs_21_width,obs_21_height,obs_22_x,obs_22_y,obs_22_width,obs_22_height,obs_23_x,obs_23_y,obs_23_width,obs_23_height,obs_24_x,obs_24_y,obs_24_width,obs_24_height,obs_25_x,obs_25_y,obs_25_width,obs_25_height,obs_26_x,obs_26_y,obs_26_width,obs_26_height,obs_27_x,obs_27_y,obs_27_width,obs_27_height,obs_28_x,obs_28_y,obs_28_width,obs_28_height,obs_29_x,obs_29_y,obs_29_width,obs_29_height
793,396,0,0,0,100,794,396,4,0,0,100,16:11:11,6607,200,4,380,127,455,55,94,457,251,38,87,459,161,68,32,502,142,68,73,648,303,51,41,706,213,88,81,442,220,48,49,298,32,63,42,400,517,80,68,221,50,71,45,357,339,96,78,435,406,81,47,318,325,90,58,497,481,64,61,245,210,77,38,653,489,99,72,158,374,95,47,326,11,88,83,162,211,77,95,131,200,82,85,544,359,52,64,448,534,31,51,419,91,65,77,365,450,90,58,614,367,67,51,259,513,87,61,3,406,86,32,539,418,45,40,387,101,47,43,714,86,80,38
792,396,0,0,0,100,794,396,4,0,0,100,16:11:11,6643,200,4,380,127,455,55,94,457,251,38,87,459,161,68,32,502,142,68,73,648,303,51,41,706,213,88,81,442,220,48,49,298,32,63,42,400,517,80,68,221,50,71,45,357,339,96,78,435,406,81,47,318,325,90,58,497,481,64,61,245,210,77,38,653,489,99,72,158,374,95,47,326,11,88,83,162,211,77,95,131,200,82,85,544,359,52,64,448,534,31,51,419,91,65,77,365,450,90,58,614,367,67,51,259,513,87,61,3,406,86,32,539,418,45,40,387,101,47,43,714,86,80,38
791,396,0,0,0,100,794,396,4,0,0,100,16:11:11,6679,200,4,380,127,455,55,94,457,251,38,87,459,161,68,32,502,142,68,73,648,303,51,41,706,213,88,81,442,220,48,49,298,32,63,42,400,517,80,68,221,50,71,45,357,339,96,78,435,406,81,47,318,325,90,58,497,481,64,61,245,210,77,38,653,489,99,72,158,374,95,47,326,11,88,83,162,211,77,95,131,200,82,85,544,359,52,64,448,534,31,51,419,91,65,77,365,450,90,58,614,367,67,51,259,513,87,61,3,406,86,32,539,418,45,40,387,101,47,43,714,86,80,38
790,396,0,0,0,100,794,396,4,0,0,100,16:11:11,6714,200,4,380,127,455,55,94,457,251,38,87,459,161,68,32,502,142,68,73,648,303,51,41,706,213,88,81,442,220,48,49,298,32,63,42,400,517,80,68,221,50,71,45,357,339,96,78,435,406,81,47,318,325,90,58,497,481,64,61,245,210,77,38,653,489,99,72,158,374,95,47,326,11,88,83,162,211,77,95,131,200,82,85,544,359,52,64,448,534,31,51,419,91,65,77,365,450,90,58,614,367,67,51,259,513,87,61,3,406,86,32,539,418,45,40,387,101,47,43,714,86,80,38
789,396,0,0,0,100,794,396,4,0,0,100,16:11:11,6750,200,4,380,127,455,55,94,457,251,38,87,459,161,68,32,502,142,68,73,648,303,51,41,706,213,88,81,442,220,48,49,298,32,63,42,400,517,80,68,221,50,71,45,357,339,96,78,435,406,81,47,318,325,90,58,497,481,64,61,245,210,77,38,653,489,99,72,158,374,95,47,326,11,88,83,162,211,77,95,131,200,82,85,544,359,52,64,448,534,31,51,419,91,65,77,365,450,90,58,614,367,67,51,259,513,87,61,3,406,86,32,539,418,45,40,387,101,47,43,714,86,80,38
788,396,0,0,0,100,794,396,4,0,0,100,16:11:11,6786,200,4,380,127,455,55,94,457,251,38,87,459,161,68,32,502,142,68,73,648,303,51,41,706,213,88,81,442,220,48,49,298,32,63,42,400,517,80,68,221,50,71,45,357,339,96,78,435,406,81,47,318,325,90,58,497,481,64,61,245,210,77,38,653,489,99,72,158,374,95,47,326,11,88,83,162,211,77,95,131,200,82,85,544,359,52,64,448,534,31,51,419,91,65,77,365,450,90,58,614,367,67,51,259,513,87,61,3,406,86,32,539,418,45,40,387,101,47,43,714,86,80,38
787,396,0,0,0,100,794,396,4,0,0,100,16:11:11,6821,200,4,380,127,455,55,94,457,251,38,87,459,161,68,32,502,142,68,73,648,303,51,41,706,213,88,81,442,220,48,49,298,32,63,42,400,517,80,68,221,50,71,45,357,339,96,78,435,406,81,47,318,325,90,58,497,481,64,61,245,210,77,38,653,489,99,72,158,374,95,47,326,11,88,83,162,211,77,95,131,200,82,85,544,359,52,64,448,534,31,51,419,91,65,77,365,450,90,58,614,367,67,51,259,513,87,61,3,406,86,32,539,418,45,40,387,101,47,43,714,86,80,38
786,396,0,0,0,100,794,396,4,0,0,100,16:11:11,6857,200,4,380,127,455,55,94,457,251,38,87,459,161,68,32,502,142,68,73,648,303,51,41,706,213,88,81,442,220,48,49,298,32,63,42,400,517,80,68,221,50,71,45,357,339,96,78,435,406,81,47,318,325,90,58,497,481,64,61,245,210,77,38,653,489,99,72,158,374,95,47,326,11,88,83,162,211,77,95,131,200,82,85,544,359,52,64,448,534,31,51,419,91,65,77,365,450,90,58,614,367,67,51,259,513,87,61,3,406,86,32,539,418,45,40,387,101,47,43,714,86,80,38
785,396,0,0,0,100,794,396,4,0,0,100,16:11:11,6893,200,4,380,127,455,55,94,457,251,38,87,459,161,68,32,502,142,68,73,648,303,51,41,706,213,88,81,442,220,48,49,298,32,63,42,400,517,80,68,221,50,71,45,357,339,96,78,435,406,81,47,318,325,90,58,497,481,64,61,245,210,77,38,653,489,99,72,158,374,95,47,326,11,88,83,162,211,77,95,131,200,82,85,544,359,52,64,448,534,31,51,419,91,65,77,365,450,90,58,614,367,67,51,259,513,87,61,3,406,86,32,539,418,45,40,387,101,47,43,714,86,80,38
784,396,0,0,0,100,794,396,4,0,0,100,16:11:11,6929,200,4,380,127,455,55,94,457,251,38,87,459,161,68,32,502,142,68,73,648,303,51,41,706,213,88,81,442,220,48,49,298,32,63,42,400,517,80,68,221,50,71,45,357,339,96,78,435,406,81,47,318,325,90,58,497,481,64,61,245,210,77,38,653,489,99,72,158,374,95,47,326,11,88,83,162,211,77,95,131,200,82,85,544,359,52,64,448,534,31,51,419,91,65,77,365,450,90,58,614,367,67,51,259,513,87,61,3,406,86,32,539,418,45,40,387,101,47,43,714,86,80,38
