P1_to_P2_relative_position,P1_to_obs_point_0_relative_position,P1_to_obs_point_1_relative_position,P1_to_obs_point_2_relative_position,P1_to_obs_point_3_relative_position,P1_to_obs_point_4_relative_position,P1_to_obs_point_5_relative_position,P1_to_obs_point_6_relative_position,P1_to_obs_point_7_relative_position,P1_to_obs_point_8_relative_position,P1_to_obs_point_9_relative_position,P1_to_obs_point_10_relative_position,P1_to_obs_point_11_relative_position,P1_to_obs_point_12_relative_position,P1_to_obs_point_13_relative_position,P1_to_obs_point_14_relative_position,P1_to_obs_point_15_relative_position,P1_to_obs_point_16_relative_position,P1_to_obs_point_17_relative_position,P1_to_obs_point_18_relative_position,P1_to_obs_point_19_relative_position,P1_to_obs_point_20_relative_position,P1_to_obs_point_21_relative_position,P1_to_obs_point_22_relative_position,P1_to_obs_point_23_relative_position,P1_to_obs_point_24_relative_position,P1_to_obs_point_25_relative_position,P1_to_obs_point_26_relative_position,P1_to_obs_point_27_relative_position,P1_to_obs_point_28_relative_position,P1_to_obs_point_29_relative_position,P1_to_obs_point_30_relative_position,P1_to_obs_point_31_relative_position,P1_to_obs_point_32_relative_position,P1_to_obs_point_33_relative_position,P1_to_obs_point_34_relative_position,P1_to_obs_point_35_relative_position,P1_to_obs_point_36_relative_position,P1_to_obs_point_37_relative_position,P1_to_obs_point_38_relative_position,P1_to_obs_point_39_relative_position,P1_to_obs_point_40_relative_position,P1_to_obs_point_41_relative_position,P1_to_obs_point_42_relative_position,P1_to_obs_point_43_relative_position,P1_to_obs_point_44_relative_position,P1_to_obs_point_45_relative_position,P1_to_obs_point_46_relative_position,P1_to_obs_point_47_relative_position,P1_to_obs_point_48_relative_position,P1_to_obs_point_49_relative_position,P2_to_obs_point_0_relative_position,P2_to_obs_point_1_relative_position,P2_to_obs_point_2_relative_position,P2_to_obs_point_3_relative_position,P2_to_obs_point_4_relative_position,P2_to_obs_point_5_relative_position,P2_to_obs_point_6_relative_position,P2_to_obs_point_7_relative_position,P2_to_obs_point_8_relative_position,P2_to_obs_point_9_relative_position,P2_to_obs_point_10_relative_position,P2_to_obs_point_11_relative_position,P2_to_obs_point_12_relative_position,P2_to_obs_point_13_relative_position,P2_to_obs_point_14_relative_position,P2_to_obs_point_15_relative_position,P2_to_obs_point_16_relative_position,P2_to_obs_point_17_relative_position,P2_to_obs_point_18_relative_position,P2_to_obs_point_19_relative_position,P2_to_obs_point_20_relative_position,P2_to_obs_point_21_relative_position,P2_to_obs_point_22_relative_position,P2_to_obs_point_23_relative_position,P2_to_obs_point_24_relative_position,P2_to_obs_point_25_relative_position,P2_to_obs_point_26_relative_position,P2_to_obs_point_27_relative_position,P2_to_obs_point_28_relative_position,P2_to_obs_point_29_relative_position,P2_to_obs_point_30_relative_position,P2_to_obs_point_31_relative_position,P2_to_obs_point_32_relative_position,P2_to_obs_point_33_relative_position,P2_to_obs_point_34_relative_position,P2_to_obs_point_35_relative_position,P2_to_obs_point_36_relative_position,P2_to_obs_point_37_relative_position,P2_to_obs_point_38_relative_position,P2_to_obs_point_39_relative_position,P2_to_obs_point_40_relative_position,P2_to_obs_point_41_relative_position,P2_to_obs_point_42_relative_position,P2_to_obs_point_43_relative_position,P2_to_obs_point_44_relative_position,P2_to_obs_point_45_relative_position,P2_to_obs_point_46_relative_position,P2_to_obs_point_47_relative_position,P2_to_obs_point_48_relative_position,P2_to_obs_point_49_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(-1, 0)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(17, -8)","(-17, -8)","(18, -8)","(-18, -8)","(19, -8)","(-19, -8)","(20, -8)","(-20, -8)","(21, -8)","(-21, -8)","(22, -8)","(-22, -8)","(23, -8)","(-23, -8)","(24, -8)","(-24, -8)","(25, -8)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(17, -8)","(-17, -8)","(18, -8)","(-18, -8)","(19, -8)","(-19, -8)","(20, -8)","(-20, -8)","(21, -8)","(-21, -8)","(22, -8)","(-22, -8)","(23, -8)","(-23, -8)","(24, -8)","(-24, -8)","(25, -8)","(-311, -257)","(-310, -257)",0,4,200,13931
"(-2, 0)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(17, -8)","(-17, -8)","(18, -8)","(-18, -8)","(19, -8)","(-19, -8)","(20, -8)","(-20, -8)","(21, -8)","(-21, -8)","(22, -8)","(-22, -8)","(23, -8)","(-23, -8)","(24, -8)","(-24, -8)","(24, -9)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(17, -8)","(-17, -8)","(18, -8)","(-18, -8)","(19, -8)","(-19, -8)","(20, -8)","(-20, -8)","(21, -8)","(-21, -8)","(22, -8)","(-22, -8)","(23, -8)","(-23, -8)","(24, -8)","(-24, -8)","(25, -8)","(-312, -257)","(-310, -257)",0,4,200,13966
"(-3, 0)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(17, -8)","(-17, -8)","(18, -8)","(-18, -8)","(19, -8)","(-19, -8)","(20, -8)","(-20, -8)","(21, -8)","(-21, -8)","(22, -8)","(-22, -8)","(23, -8)","(-23, -8)","(23, -9)","(23, -10)","(-24, -8)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(17, -8)","(-17, -8)","(18, -8)","(-18, -8)","(19, -8)","(-19, -8)","(20, -8)","(-20, -8)","(21, -8)","(-21, -8)","(22, -8)","(-22, -8)","(23, -8)","(-23, -8)","(24, -8)","(-24, -8)","(25, -8)","(-313, -257)","(-310, -257)",0,4,200,14000
"(-4, 0)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(17, -8)","(-17, -8)","(18, -8)","(-18, -8)","(19, -8)","(-19, -8)","(20, -8)","(-20, -8)","(21, -8)","(-21, -8)","(22, -8)","(-22, -8)","(22, -9)","(22, -10)","(-23, -8)","(22, -11)","(22, -12)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(17, -8)","(-17, -8)","(18, -8)","(-18, -8)","(19, -8)","(-19, -8)","(20, -8)","(-20, -8)","(21, -8)","(-21, -8)","(22, -8)","(-22, -8)","(23, -8)","(-23, -8)","(24, -8)","(-24, -8)","(25, -8)","(-314, -257)","(-310, -257)",0,4,200,14036
"(-5, 0)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(17, -8)","(-17, -8)","(18, -8)","(-18, -8)","(19, -8)","(-19, -8)","(20, -8)","(-20, -8)","(21, -8)","(-21, -8)","(21, -9)","(21, -10)","(-22, -8)","(21, -11)","(21, -12)","(-23, -8)","(21, -13)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(17, -8)","(-17, -8)","(18, -8)","(-18, -8)","(19, -8)","(-19, -8)","(20, -8)","(-20, -8)","(21, -8)","(-21, -8)","(22, -8)","(-22, -8)","(23, -8)","(-23, -8)","(24, -8)","(-24, -8)","(25, -8)","(-315, -257)","(-310, -257)",0,4,200,14071
"(-6, 0)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(17, -8)","(-17, -8)","(18, -8)","(-18, -8)","(19, -8)","(-19, -8)","(20, -8)","(-20, -8)","(20, -9)","(20, -10)","(-21, -8)","(20, -11)","(20, -12)","(-22, -8)","(20, -13)","(-23, -8)","(20, -14)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(17, -8)","(-17, -8)","(18, -8)","(-18, -8)","(19, -8)","(-19, -8)","(20, -8)","(-20, -8)","(21, -8)","(-21, -8)","(22, -8)","(-22, -8)","(23, -8)","(-23, -8)","(24, -8)","(-24, -8)","(25, -8)","(-316, -257)","(-310, -257)",0,4,200,14107
"(-7, 0)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(17, -8)","(-17, -8)","(18, -8)","(-18, -8)","(19, -8)","(-19, -8)","(19, -9)","(19, -10)","(-20, -8)","(19, -11)","(-21, -8)","(19, -12)","(19, -13)","(-22, -8)","(19, -14)","(19, -15)","(-23, -8)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(17, -8)","(-17, -8)","(18, -8)","(-18, -8)","(19, -8)","(-19, -8)","(20, -8)","(-20, -8)","(21, -8)","(-21, -8)","(22, -8)","(-22, -8)","(23, -8)","(-23, -8)","(24, -8)","(-24, -8)","(25, -8)","(-317, -257)","(-310, -257)",0,4,200,14143
"(-8, 0)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(17, -8)","(-17, -8)","(18, -8)","(-18, -8)","(18, -9)","(18, -10)","(-19, -8)","(18, -11)","(-20, -8)","(18, -12)","(18, -13)","(-21, -8)","(18, -14)","(-22, -8)","(18, -15)","(18, -16)","(-23, -8)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(17, -8)","(-17, -8)","(18, -8)","(-18, -8)","(19, -8)","(-19, -8)","(20, -8)","(-20, -8)","(21, -8)","(-21, -8)","(22, -8)","(-22, -8)","(23, -8)","(-23, -8)","(24, -8)","(-24, -8)","(25, -8)","(-318, -257)","(-310, -257)",0,4,200,14179
"(-9, 0)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(17, -8)","(-17, -8)","(17, -9)","(-18, -8)","(17, -10)","(17, -11)","(-19, -8)","(17, -12)","(17, -13)","(-20, -8)","(17, -14)","(-21, -8)","(17, -15)","(17, -16)","(-22, -8)","(17, -17)","(-23, -8)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(17, -8)","(-17, -8)","(18, -8)","(-18, -8)","(19, -8)","(-19, -8)","(20, -8)","(-20, -8)","(21, -8)","(-21, -8)","(22, -8)","(-22, -8)","(23, -8)","(-23, -8)","(24, -8)","(-24, -8)","(25, -8)","(-319, -257)","(-310, -257)",0,4,200,14214
"(-10, 0)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(16, -9)","(-17, -8)","(16, -10)","(16, -11)","(-18, -8)","(16, -12)","(-19, -8)","(16, -13)","(16, -14)","(-20, -8)","(16, -15)","(-21, -8)","(16, -16)","(16, -17)","(-22, -8)","(16, -18)","(-23, -8)","(0, -8)","(1, -8)","(-1, -8)","(2, -8)","(-2, -8)","(3, -8)","(-3, -8)","(4, -8)","(-4, -8)","(5, -8)","(-5, -8)","(6, -8)","(-6, -8)","(7, -8)","(-7, -8)","(8, -8)","(-8, -8)","(9, -8)","(-9, -8)","(10, -8)","(-10, -8)","(11, -8)","(-11, -8)","(12, -8)","(-12, -8)","(13, -8)","(-13, -8)","(14, -8)","(-14, -8)","(15, -8)","(-15, -8)","(16, -8)","(-16, -8)","(17, -8)","(-17, -8)","(18, -8)","(-18, -8)","(19, -8)","(-19, -8)","(20, -8)","(-20, -8)","(21, -8)","(-21, -8)","(22, -8)","(-22, -8)","(23, -8)","(-23, -8)","(24, -8)","(-24, -8)","(25, -8)","(-320, -257)","(-310, -257)",0,4,200,14250
