P1_to_P2_relative_position,P1_to_obs_point_0_relative_position,P1_to_obs_point_1_relative_position,P1_to_obs_point_2_relative_position,P1_to_obs_point_3_relative_position,P1_to_obs_point_4_relative_position,P1_to_obs_point_5_relative_position,P1_to_obs_point_6_relative_position,P1_to_obs_point_7_relative_position,P1_to_obs_point_8_relative_position,P1_to_obs_point_9_relative_position,P1_to_obs_point_10_relative_position,P1_to_obs_point_11_relative_position,P1_to_obs_point_12_relative_position,P1_to_obs_point_13_relative_position,P1_to_obs_point_14_relative_position,P1_to_obs_point_15_relative_position,P1_to_obs_point_16_relative_position,P1_to_obs_point_17_relative_position,P1_to_obs_point_18_relative_position,P1_to_obs_point_19_relative_position,P1_to_obs_point_20_relative_position,P1_to_obs_point_21_relative_position,P1_to_obs_point_22_relative_position,P1_to_obs_point_23_relative_position,P1_to_obs_point_24_relative_position,P1_to_obs_point_25_relative_position,P1_to_obs_point_26_relative_position,P1_to_obs_point_27_relative_position,P1_to_obs_point_28_relative_position,P1_to_obs_point_29_relative_position,P1_to_obs_point_30_relative_position,P1_to_obs_point_31_relative_position,P1_to_obs_point_32_relative_position,P1_to_obs_point_33_relative_position,P1_to_obs_point_34_relative_position,P1_to_obs_point_35_relative_position,P1_to_obs_point_36_relative_position,P1_to_obs_point_37_relative_position,P1_to_obs_point_38_relative_position,P1_to_obs_point_39_relative_position,P1_to_obs_point_40_relative_position,P1_to_obs_point_41_relative_position,P1_to_obs_point_42_relative_position,P1_to_obs_point_43_relative_position,P1_to_obs_point_44_relative_position,P1_to_obs_point_45_relative_position,P1_to_obs_point_46_relative_position,P1_to_obs_point_47_relative_position,P1_to_obs_point_48_relative_position,P1_to_obs_point_49_relative_position,P2_to_obs_point_0_relative_position,P2_to_obs_point_1_relative_position,P2_to_obs_point_2_relative_position,P2_to_obs_point_3_relative_position,P2_to_obs_point_4_relative_position,P2_to_obs_point_5_relative_position,P2_to_obs_point_6_relative_position,P2_to_obs_point_7_relative_position,P2_to_obs_point_8_relative_position,P2_to_obs_point_9_relative_position,P2_to_obs_point_10_relative_position,P2_to_obs_point_11_relative_position,P2_to_obs_point_12_relative_position,P2_to_obs_point_13_relative_position,P2_to_obs_point_14_relative_position,P2_to_obs_point_15_relative_position,P2_to_obs_point_16_relative_position,P2_to_obs_point_17_relative_position,P2_to_obs_point_18_relative_position,P2_to_obs_point_19_relative_position,P2_to_obs_point_20_relative_position,P2_to_obs_point_21_relative_position,P2_to_obs_point_22_relative_position,P2_to_obs_point_23_relative_position,P2_to_obs_point_24_relative_position,P2_to_obs_point_25_relative_position,P2_to_obs_point_26_relative_position,P2_to_obs_point_27_relative_position,P2_to_obs_point_28_relative_position,P2_to_obs_point_29_relative_position,P2_to_obs_point_30_relative_position,P2_to_obs_point_31_relative_position,P2_to_obs_point_32_relative_position,P2_to_obs_point_33_relative_position,P2_to_obs_point_34_relative_position,P2_to_obs_point_35_relative_position,P2_to_obs_point_36_relative_position,P2_to_obs_point_37_relative_position,P2_to_obs_point_38_relative_position,P2_to_obs_point_39_relative_position,P2_to_obs_point_40_relative_position,P2_to_obs_point_41_relative_position,P2_to_obs_point_42_relative_position,P2_to_obs_point_43_relative_position,P2_to_obs_point_44_relative_position,P2_to_obs_point_45_relative_position,P2_to_obs_point_46_relative_position,P2_to_obs_point_47_relative_position,P2_to_obs_point_48_relative_position,P2_to_obs_point_49_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(1, 0)","(36, 0)","(36, 1)","(36, -1)","(36, 2)","(36, -2)","(36, 3)","(36, -3)","(36, 4)","(36, -4)","(36, 5)","(36, -5)","(36, 6)","(36, -6)","(36, 7)","(36, -7)","(36, 8)","(36, -8)","(36, 9)","(36, -9)","(36, 10)","(36, -10)","(36, 11)","(36, -11)","(36, 12)","(36, -12)","(36, 13)","(36, -13)","(36, 14)","(36, -14)","(36, 15)","(36, -15)","(36, 16)","(36, -16)","(36, 17)","(36, -17)","(36, 18)","(36, -18)","(36, 19)","(36, -19)","(36, 20)","(36, -20)","(36, 21)","(36, -21)","(36, -22)","(37, 21)","(36, -23)","(36, -24)","(38, 21)","(36, -25)","(39, 21)","(35, 0)","(35, 1)","(35, -1)","(35, 2)","(35, -2)","(35, 3)","(35, -3)","(35, 4)","(35, -4)","(35, 5)","(35, -5)","(35, 6)","(35, -6)","(35, 7)","(35, -7)","(35, 8)","(35, -8)","(35, 9)","(35, -9)","(35, 10)","(35, -10)","(35, 11)","(35, -11)","(35, 12)","(35, -12)","(35, 13)","(35, -13)","(35, 14)","(35, -14)","(35, 15)","(35, -15)","(35, 16)","(35, -16)","(35, 17)","(35, -17)","(35, 18)","(35, -18)","(35, 19)","(35, -19)","(35, 20)","(35, -20)","(35, 21)","(35, -21)","(35, -22)","(36, 21)","(35, -23)","(35, -24)","(37, 21)","(35, -25)","(38, 21)","(-88, -168)","(-89, -168)",1,4,200,6185
"(2, 0)","(37, 0)","(37, 1)","(37, -1)","(37, 2)","(37, -2)","(37, 3)","(37, -3)","(37, 4)","(37, -4)","(37, 5)","(37, -5)","(37, 6)","(37, -6)","(37, 7)","(37, -7)","(37, 8)","(37, -8)","(37, 9)","(37, -9)","(37, 10)","(37, -10)","(37, 11)","(37, -11)","(37, 12)","(37, -12)","(37, 13)","(37, -13)","(37, 14)","(37, -14)","(37, 15)","(37, -15)","(37, 16)","(37, -16)","(37, 17)","(37, -17)","(37, 18)","(37, -18)","(37, 19)","(37, -19)","(37, 20)","(37, -20)","(37, 21)","(37, -21)","(37, -22)","(38, 21)","(37, -23)","(37, -24)","(39, 21)","(37, -25)","(40, 21)","(35, 0)","(35, 1)","(35, -1)","(35, 2)","(35, -2)","(35, 3)","(35, -3)","(35, 4)","(35, -4)","(35, 5)","(35, -5)","(35, 6)","(35, -6)","(35, 7)","(35, -7)","(35, 8)","(35, -8)","(35, 9)","(35, -9)","(35, 10)","(35, -10)","(35, 11)","(35, -11)","(35, 12)","(35, -12)","(35, 13)","(35, -13)","(35, 14)","(35, -14)","(35, 15)","(35, -15)","(35, 16)","(35, -16)","(35, 17)","(35, -17)","(35, 18)","(35, -18)","(35, 19)","(35, -19)","(35, 20)","(35, -20)","(35, 21)","(35, -21)","(35, -22)","(36, 21)","(35, -23)","(35, -24)","(37, 21)","(35, -25)","(38, 21)","(-87, -168)","(-89, -168)",1,4,200,6222
"(3, 0)","(38, 0)","(38, 1)","(38, -1)","(38, 2)","(38, -2)","(38, 3)","(38, -3)","(38, 4)","(38, -4)","(38, 5)","(38, -5)","(38, 6)","(38, -6)","(38, 7)","(38, -7)","(38, 8)","(38, -8)","(38, 9)","(38, -9)","(38, 10)","(38, -10)","(38, 11)","(38, -11)","(38, 12)","(38, -12)","(38, 13)","(38, -13)","(38, 14)","(38, -14)","(38, 15)","(38, -15)","(38, 16)","(38, -16)","(38, 17)","(38, -17)","(38, 18)","(38, -18)","(38, 19)","(38, -19)","(38, 20)","(38, -20)","(38, 21)","(38, -21)","(38, -22)","(39, 21)","(38, -23)","(38, -24)","(40, 21)","(38, -25)","(38, -26)","(35, 0)","(35, 1)","(35, -1)","(35, 2)","(35, -2)","(35, 3)","(35, -3)","(35, 4)","(35, -4)","(35, 5)","(35, -5)","(35, 6)","(35, -6)","(35, 7)","(35, -7)","(35, 8)","(35, -8)","(35, 9)","(35, -9)","(35, 10)","(35, -10)","(35, 11)","(35, -11)","(35, 12)","(35, -12)","(35, 13)","(35, -13)","(35, 14)","(35, -14)","(35, 15)","(35, -15)","(35, 16)","(35, -16)","(35, 17)","(35, -17)","(35, 18)","(35, -18)","(35, 19)","(35, -19)","(35, 20)","(35, -20)","(35, 21)","(35, -21)","(35, -22)","(36, 21)","(35, -23)","(35, -24)","(37, 21)","(35, -25)","(38, 21)","(-86, -168)","(-89, -168)",1,4,200,6259
"(4, 0)","(39, 0)","(39, 1)","(39, -1)","(39, 2)","(39, -2)","(39, 3)","(39, -3)","(39, 4)","(39, -4)","(39, 5)","(39, -5)","(39, 6)","(39, -6)","(39, 7)","(39, -7)","(39, 8)","(39, -8)","(39, 9)","(39, -9)","(39, 10)","(39, -10)","(39, 11)","(39, -11)","(39, 12)","(39, -12)","(39, 13)","(39, -13)","(39, 14)","(39, -14)","(39, 15)","(39, -15)","(39, 16)","(39, -16)","(39, 17)","(39, -17)","(39, 18)","(39, -18)","(39, 19)","(39, -19)","(39, 20)","(39, -20)","(39, 21)","(39, -21)","(39, -22)","(40, 21)","(39, -23)","(39, -24)","(41, 21)","(39, -25)","(39, -26)","(35, 0)","(35, 1)","(35, -1)","(35, 2)","(35, -2)","(35, 3)","(35, -3)","(35, 4)","(35, -4)","(35, 5)","(35, -5)","(35, 6)","(35, -6)","(35, 7)","(35, -7)","(35, 8)","(35, -8)","(35, 9)","(35, -9)","(35, 10)","(35, -10)","(35, 11)","(35, -11)","(35, 12)","(35, -12)","(35, 13)","(35, -13)","(35, 14)","(35, -14)","(35, 15)","(35, -15)","(35, 16)","(35, -16)","(35, 17)","(35, -17)","(35, 18)","(35, -18)","(35, 19)","(35, -19)","(35, 20)","(35, -20)","(35, 21)","(35, -21)","(35, -22)","(36, 21)","(35, -23)","(35, -24)","(37, 21)","(35, -25)","(38, 21)","(-85, -168)","(-89, -168)",1,4,200,6296
"(5, 0)","(40, 0)","(40, 1)","(40, -1)","(40, 2)","(40, -2)","(40, 3)","(40, -3)","(40, 4)","(40, -4)","(40, 5)","(40, -5)","(40, 6)","(40, -6)","(40, 7)","(40, -7)","(40, 8)","(40, -8)","(40, 9)","(40, -9)","(40, 10)","(40, -10)","(40, 11)","(40, -11)","(40, 12)","(40, -12)","(40, 13)","(40, -13)","(40, 14)","(40, -14)","(40, 15)","(40, -15)","(40, 16)","(40, -16)","(40, 17)","(40, -17)","(40, 18)","(40, -18)","(40, 19)","(40, -19)","(40, 20)","(40, -20)","(40, 21)","(40, -21)","(40, -22)","(41, 21)","(40, -23)","(40, -24)","(42, 21)","(40, -25)","(40, -26)","(35, 0)","(35, 1)","(35, -1)","(35, 2)","(35, -2)","(35, 3)","(35, -3)","(35, 4)","(35, -4)","(35, 5)","(35, -5)","(35, 6)","(35, -6)","(35, 7)","(35, -7)","(35, 8)","(35, -8)","(35, 9)","(35, -9)","(35, 10)","(35, -10)","(35, 11)","(35, -11)","(35, 12)","(35, -12)","(35, 13)","(35, -13)","(35, 14)","(35, -14)","(35, 15)","(35, -15)","(35, 16)","(35, -16)","(35, 17)","(35, -17)","(35, 18)","(35, -18)","(35, 19)","(35, -19)","(35, 20)","(35, -20)","(35, 21)","(35, -21)","(35, -22)","(36, 21)","(35, -23)","(35, -24)","(37, 21)","(35, -25)","(38, 21)","(-84, -168)","(-89, -168)",1,4,200,6333
"(6, 0)","(41, 0)","(41, 1)","(41, -1)","(41, 2)","(41, -2)","(41, 3)","(41, -3)","(41, 4)","(41, -4)","(41, 5)","(41, -5)","(41, 6)","(41, -6)","(41, 7)","(41, -7)","(41, 8)","(41, -8)","(41, 9)","(41, -9)","(41, 10)","(41, -10)","(41, 11)","(41, -11)","(41, 12)","(41, -12)","(41, 13)","(41, -13)","(41, 14)","(41, -14)","(41, 15)","(41, -15)","(41, 16)","(41, -16)","(41, 17)","(41, -17)","(41, 18)","(41, -18)","(41, 19)","(41, -19)","(41, 20)","(41, -20)","(41, 21)","(41, -21)","(41, -22)","(42, 21)","(41, -23)","(41, -24)","(43, 21)","(41, -25)","(41, -26)","(35, 0)","(35, 1)","(35, -1)","(35, 2)","(35, -2)","(35, 3)","(35, -3)","(35, 4)","(35, -4)","(35, 5)","(35, -5)","(35, 6)","(35, -6)","(35, 7)","(35, -7)","(35, 8)","(35, -8)","(35, 9)","(35, -9)","(35, 10)","(35, -10)","(35, 11)","(35, -11)","(35, 12)","(35, -12)","(35, 13)","(35, -13)","(35, 14)","(35, -14)","(35, 15)","(35, -15)","(35, 16)","(35, -16)","(35, 17)","(35, -17)","(35, 18)","(35, -18)","(35, 19)","(35, -19)","(35, 20)","(35, -20)","(35, 21)","(35, -21)","(35, -22)","(36, 21)","(35, -23)","(35, -24)","(37, 21)","(35, -25)","(38, 21)","(-83, -168)","(-89, -168)",1,4,200,6370
"(7, 0)","(42, 0)","(42, 1)","(42, -1)","(42, 2)","(42, -2)","(42, 3)","(42, -3)","(42, 4)","(42, -4)","(42, 5)","(42, -5)","(42, 6)","(42, -6)","(42, 7)","(42, -7)","(42, 8)","(42, -8)","(42, 9)","(42, -9)","(42, 10)","(42, -10)","(42, 11)","(42, -11)","(42, 12)","(42, -12)","(42, 13)","(42, -13)","(42, 14)","(42, -14)","(42, 15)","(42, -15)","(42, 16)","(42, -16)","(42, 17)","(42, -17)","(42, 18)","(42, -18)","(42, 19)","(42, -19)","(42, 20)","(42, -20)","(42, 21)","(42, -21)","(42, -22)","(43, 21)","(42, -23)","(42, -24)","(44, 21)","(42, -25)","(42, -26)","(35, 0)","(35, 1)","(35, -1)","(35, 2)","(35, -2)","(35, 3)","(35, -3)","(35, 4)","(35, -4)","(35, 5)","(35, -5)","(35, 6)","(35, -6)","(35, 7)","(35, -7)","(35, 8)","(35, -8)","(35, 9)","(35, -9)","(35, 10)","(35, -10)","(35, 11)","(35, -11)","(35, 12)","(35, -12)","(35, 13)","(35, -13)","(35, 14)","(35, -14)","(35, 15)","(35, -15)","(35, 16)","(35, -16)","(35, 17)","(35, -17)","(35, 18)","(35, -18)","(35, 19)","(35, -19)","(35, 20)","(35, -20)","(35, 21)","(35, -21)","(35, -22)","(36, 21)","(35, -23)","(35, -24)","(37, 21)","(35, -25)","(38, 21)","(-82, -168)","(-89, -168)",1,4,200,6407
"(8, 0)","(43, 0)","(43, 1)","(43, -1)","(43, 2)","(43, -2)","(43, 3)","(43, -3)","(43, 4)","(43, -4)","(43, 5)","(43, -5)","(43, 6)","(43, -6)","(43, 7)","(43, -7)","(43, 8)","(43, -8)","(43, 9)","(43, -9)","(43, 10)","(43, -10)","(43, 11)","(43, -11)","(43, 12)","(43, -12)","(43, 13)","(43, -13)","(43, 14)","(43, -14)","(43, 15)","(43, -15)","(43, 16)","(43, -16)","(43, 17)","(43, -17)","(43, 18)","(43, -18)","(43, 19)","(43, -19)","(43, 20)","(43, -20)","(43, 21)","(43, -21)","(43, -22)","(44, 21)","(43, -23)","(-41, -27)","(43, -24)","(-41, -28)","(45, 21)","(35, 0)","(35, 1)","(35, -1)","(35, 2)","(35, -2)","(35, 3)","(35, -3)","(35, 4)","(35, -4)","(35, 5)","(35, -5)","(35, 6)","(35, -6)","(35, 7)","(35, -7)","(35, 8)","(35, -8)","(35, 9)","(35, -9)","(35, 10)","(35, -10)","(35, 11)","(35, -11)","(35, 12)","(35, -12)","(35, 13)","(35, -13)","(35, 14)","(35, -14)","(35, 15)","(35, -15)","(35, 16)","(35, -16)","(35, 17)","(35, -17)","(35, 18)","(35, -18)","(35, 19)","(35, -19)","(35, 20)","(35, -20)","(35, 21)","(35, -21)","(35, -22)","(36, 21)","(35, -23)","(35, -24)","(37, 21)","(35, -25)","(38, 21)","(-81, -168)","(-89, -168)",1,4,200,6444
"(9, 0)","(44, 0)","(44, 1)","(44, -1)","(44, 2)","(44, -2)","(44, 3)","(44, -3)","(44, 4)","(44, -4)","(44, 5)","(44, -5)","(44, 6)","(44, -6)","(44, 7)","(44, -7)","(44, 8)","(44, -8)","(44, 9)","(44, -9)","(44, 10)","(44, -10)","(44, 11)","(44, -11)","(44, 12)","(44, -12)","(44, 13)","(44, -13)","(44, 14)","(44, -14)","(44, 15)","(44, -15)","(44, 16)","(44, -16)","(44, 17)","(44, -17)","(44, 18)","(44, -18)","(44, 19)","(44, -19)","(-40, -27)","(44, 20)","(44, -20)","(44, 21)","(44, -21)","(-40, -28)","(-41, -27)","(44, -22)","(-40, -29)","(44, -23)","(45, 21)","(35, 0)","(35, 1)","(35, -1)","(35, 2)","(35, -2)","(35, 3)","(35, -3)","(35, 4)","(35, -4)","(35, 5)","(35, -5)","(35, 6)","(35, -6)","(35, 7)","(35, -7)","(35, 8)","(35, -8)","(35, 9)","(35, -9)","(35, 10)","(35, -10)","(35, 11)","(35, -11)","(35, 12)","(35, -12)","(35, 13)","(35, -13)","(35, 14)","(35, -14)","(35, 15)","(35, -15)","(35, 16)","(35, -16)","(35, 17)","(35, -17)","(35, 18)","(35, -18)","(35, 19)","(35, -19)","(35, 20)","(35, -20)","(35, 21)","(35, -21)","(35, -22)","(36, 21)","(35, -23)","(35, -24)","(37, 21)","(35, -25)","(38, 21)","(-80, -168)","(-89, -168)",1,4,200,6481
"(10, 0)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, -2)","(45, 3)","(45, -3)","(45, 4)","(45, -4)","(45, 5)","(45, -5)","(45, 6)","(45, -6)","(45, 7)","(45, -7)","(45, 8)","(45, -8)","(45, 9)","(45, -9)","(45, 10)","(45, -10)","(45, 11)","(45, -11)","(45, 12)","(45, -12)","(45, 13)","(45, -13)","(45, 14)","(45, -14)","(-39, -27)","(45, 15)","(45, -15)","(45, 16)","(45, -16)","(-39, -28)","(45, 17)","(45, -17)","(-40, -27)","(45, 18)","(45, -18)","(-39, -29)","(45, 19)","(45, -19)","(-41, -27)","(-39, -30)","(45, 20)","(45, -20)","(45, 21)","(45, -21)","(-39, -31)","(35, 0)","(35, 1)","(35, -1)","(35, 2)","(35, -2)","(35, 3)","(35, -3)","(35, 4)","(35, -4)","(35, 5)","(35, -5)","(35, 6)","(35, -6)","(35, 7)","(35, -7)","(35, 8)","(35, -8)","(35, 9)","(35, -9)","(35, 10)","(35, -10)","(35, 11)","(35, -11)","(35, 12)","(35, -12)","(35, 13)","(35, -13)","(35, 14)","(35, -14)","(35, 15)","(35, -15)","(35, 16)","(35, -16)","(35, 17)","(35, -17)","(35, 18)","(35, -18)","(35, 19)","(35, -19)","(35, 20)","(35, -20)","(35, 21)","(35, -21)","(35, -22)","(36, 21)","(35, -23)","(35, -24)","(37, 21)","(35, -25)","(38, 21)","(-79, -168)","(-89, -168)",1,4,200,6519
