P1_to_P2_relative_position,P1_to_obs_point_0_relative_position,P1_to_obs_point_1_relative_position,P1_to_obs_point_2_relative_position,P1_to_obs_point_3_relative_position,P1_to_obs_point_4_relative_position,P1_to_obs_point_5_relative_position,P1_to_obs_point_6_relative_position,P1_to_obs_point_7_relative_position,P1_to_obs_point_8_relative_position,P1_to_obs_point_9_relative_position,P1_to_obs_point_10_relative_position,P1_to_obs_point_11_relative_position,P1_to_obs_point_12_relative_position,P1_to_obs_point_13_relative_position,P1_to_obs_point_14_relative_position,P1_to_obs_point_15_relative_position,P1_to_obs_point_16_relative_position,P1_to_obs_point_17_relative_position,P1_to_obs_point_18_relative_position,P1_to_obs_point_19_relative_position,P1_to_obs_point_20_relative_position,P1_to_obs_point_21_relative_position,P1_to_obs_point_22_relative_position,P1_to_obs_point_23_relative_position,P1_to_obs_point_24_relative_position,P1_to_obs_point_25_relative_position,P1_to_obs_point_26_relative_position,P1_to_obs_point_27_relative_position,P1_to_obs_point_28_relative_position,P1_to_obs_point_29_relative_position,P1_to_obs_point_30_relative_position,P1_to_obs_point_31_relative_position,P1_to_obs_point_32_relative_position,P1_to_obs_point_33_relative_position,P1_to_obs_point_34_relative_position,P1_to_obs_point_35_relative_position,P1_to_obs_point_36_relative_position,P1_to_obs_point_37_relative_position,P1_to_obs_point_38_relative_position,P1_to_obs_point_39_relative_position,P1_to_obs_point_40_relative_position,P1_to_obs_point_41_relative_position,P1_to_obs_point_42_relative_position,P1_to_obs_point_43_relative_position,P1_to_obs_point_44_relative_position,P1_to_obs_point_45_relative_position,P1_to_obs_point_46_relative_position,P1_to_obs_point_47_relative_position,P1_to_obs_point_48_relative_position,P1_to_obs_point_49_relative_position,P2_to_obs_point_0_relative_position,P2_to_obs_point_1_relative_position,P2_to_obs_point_2_relative_position,P2_to_obs_point_3_relative_position,P2_to_obs_point_4_relative_position,P2_to_obs_point_5_relative_position,P2_to_obs_point_6_relative_position,P2_to_obs_point_7_relative_position,P2_to_obs_point_8_relative_position,P2_to_obs_point_9_relative_position,P2_to_obs_point_10_relative_position,P2_to_obs_point_11_relative_position,P2_to_obs_point_12_relative_position,P2_to_obs_point_13_relative_position,P2_to_obs_point_14_relative_position,P2_to_obs_point_15_relative_position,P2_to_obs_point_16_relative_position,P2_to_obs_point_17_relative_position,P2_to_obs_point_18_relative_position,P2_to_obs_point_19_relative_position,P2_to_obs_point_20_relative_position,P2_to_obs_point_21_relative_position,P2_to_obs_point_22_relative_position,P2_to_obs_point_23_relative_position,P2_to_obs_point_24_relative_position,P2_to_obs_point_25_relative_position,P2_to_obs_point_26_relative_position,P2_to_obs_point_27_relative_position,P2_to_obs_point_28_relative_position,P2_to_obs_point_29_relative_position,P2_to_obs_point_30_relative_position,P2_to_obs_point_31_relative_position,P2_to_obs_point_32_relative_position,P2_to_obs_point_33_relative_position,P2_to_obs_point_34_relative_position,P2_to_obs_point_35_relative_position,P2_to_obs_point_36_relative_position,P2_to_obs_point_37_relative_position,P2_to_obs_point_38_relative_position,P2_to_obs_point_39_relative_position,P2_to_obs_point_40_relative_position,P2_to_obs_point_41_relative_position,P2_to_obs_point_42_relative_position,P2_to_obs_point_43_relative_position,P2_to_obs_point_44_relative_position,P2_to_obs_point_45_relative_position,P2_to_obs_point_46_relative_position,P2_to_obs_point_47_relative_position,P2_to_obs_point_48_relative_position,P2_to_obs_point_49_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(1, 0)","(16, 0)","(0, -16)","(16, 1)","(16, -1)","(1, -16)","(-1, -16)","(16, 2)","(16, -2)","(2, -16)","(-2, -16)","(16, 3)","(16, -3)","(3, -16)","(-3, -16)","(16, 4)","(16, -4)","(4, -16)","(-4, -16)","(16, 5)","(16, -5)","(5, -16)","(-5, -16)","(16, 6)","(16, -6)","(6, -16)","(-6, -16)","(16, 7)","(16, -7)","(7, -16)","(-7, -16)","(16, 8)","(16, -8)","(8, -16)","(-8, -16)","(16, 9)","(16, -9)","(9, -16)","(-9, -16)","(16, 10)","(16, -10)","(10, -16)","(-10, -16)","(16, 11)","(16, -11)","(11, -16)","(-11, -16)","(16, 12)","(16, -12)","(12, -16)","(-12, -16)","(15, 0)","(15, 1)","(15, -1)","(15, 2)","(15, -2)","(15, 3)","(15, -3)","(15, 4)","(15, -4)","(15, 5)","(15, -5)","(0, -16)","(1, -16)","(-1, -16)","(2, -16)","(-2, -16)","(15, 6)","(15, -6)","(3, -16)","(-3, -16)","(4, -16)","(-4, -16)","(15, 7)","(15, -7)","(5, -16)","(-5, -16)","(15, 8)","(15, -8)","(6, -16)","(-6, -16)","(7, -16)","(-7, -16)","(15, 9)","(15, -9)","(8, -16)","(-8, -16)","(15, 10)","(15, -10)","(9, -16)","(-9, -16)","(15, 11)","(15, -11)","(10, -16)","(-10, -16)","(15, 12)","(15, -12)","(11, -16)","(-11, -16)","(15, 13)","(15, -13)","(-251, -89)","(-252, -89)",1,4,200,6571
"(2, 0)","(0, -16)","(1, -16)","(-1, -16)","(2, -16)","(-2, -16)","(3, -16)","(-3, -16)","(4, -16)","(-4, -16)","(5, -16)","(-5, -16)","(17, 0)","(17, 1)","(17, -1)","(6, -16)","(-6, -16)","(17, 2)","(17, -2)","(17, 3)","(17, -3)","(17, 4)","(17, -4)","(7, -16)","(-7, -16)","(17, 5)","(17, -5)","(8, -16)","(-8, -16)","(17, 6)","(17, -6)","(9, -16)","(-9, -16)","(17, 7)","(17, -7)","(17, 8)","(17, -8)","(10, -16)","(-10, -16)","(17, 9)","(17, -9)","(11, -16)","(-11, -16)","(17, 10)","(17, -10)","(12, -16)","(-12, -16)","(17, 11)","(17, -11)","(13, -16)","(-13, -16)","(15, 0)","(15, 1)","(15, -1)","(15, 2)","(15, -2)","(15, 3)","(15, -3)","(15, 4)","(15, -4)","(15, 5)","(15, -5)","(0, -16)","(1, -16)","(-1, -16)","(2, -16)","(-2, -16)","(15, 6)","(15, -6)","(3, -16)","(-3, -16)","(4, -16)","(-4, -16)","(15, 7)","(15, -7)","(5, -16)","(-5, -16)","(15, 8)","(15, -8)","(6, -16)","(-6, -16)","(7, -16)","(-7, -16)","(15, 9)","(15, -9)","(8, -16)","(-8, -16)","(15, 10)","(15, -10)","(9, -16)","(-9, -16)","(15, 11)","(15, -11)","(10, -16)","(-10, -16)","(15, 12)","(15, -12)","(11, -16)","(-11, -16)","(15, 13)","(15, -13)","(-250, -89)","(-252, -89)",1,4,200,6607
"(3, 0)","(0, -16)","(1, -16)","(-1, -16)","(2, -16)","(-2, -16)","(3, -16)","(-3, -16)","(4, -16)","(-4, -16)","(5, -16)","(-5, -16)","(6, -16)","(-6, -16)","(7, -16)","(-7, -16)","(8, -16)","(-8, -16)","(18, 0)","(18, 1)","(18, -1)","(18, 2)","(18, -2)","(18, 3)","(18, -3)","(9, -16)","(-9, -16)","(18, 4)","(18, -4)","(18, 5)","(18, -5)","(10, -16)","(-10, -16)","(18, 6)","(18, -6)","(18, 7)","(18, -7)","(11, -16)","(-11, -16)","(18, 8)","(18, -8)","(12, -16)","(-12, -16)","(18, 9)","(18, -9)","(18, 10)","(18, -10)","(13, -16)","(-13, -16)","(18, 11)","(18, -11)","(15, 0)","(15, 1)","(15, -1)","(15, 2)","(15, -2)","(15, 3)","(15, -3)","(15, 4)","(15, -4)","(15, 5)","(15, -5)","(0, -16)","(1, -16)","(-1, -16)","(2, -16)","(-2, -16)","(15, 6)","(15, -6)","(3, -16)","(-3, -16)","(4, -16)","(-4, -16)","(15, 7)","(15, -7)","(5, -16)","(-5, -16)","(15, 8)","(15, -8)","(6, -16)","(-6, -16)","(7, -16)","(-7, -16)","(15, 9)","(15, -9)","(8, -16)","(-8, -16)","(15, 10)","(15, -10)","(9, -16)","(-9, -16)","(15, 11)","(15, -11)","(10, -16)","(-10, -16)","(15, 12)","(15, -12)","(11, -16)","(-11, -16)","(15, 13)","(15, -13)","(-249, -89)","(-252, -89)",1,4,200,6643
"(4, 0)","(0, -16)","(1, -16)","(-1, -16)","(2, -16)","(-2, -16)","(3, -16)","(-3, -16)","(4, -16)","(-4, -16)","(5, -16)","(-5, -16)","(6, -16)","(-6, -16)","(7, -16)","(-7, -16)","(8, -16)","(-8, -16)","(9, -16)","(-9, -16)","(10, -16)","(-10, -16)","(19, 0)","(19, 1)","(19, -1)","(19, 2)","(19, -2)","(19, 3)","(19, -3)","(19, 4)","(19, -4)","(11, -16)","(-11, -16)","(19, 5)","(19, -5)","(19, 6)","(19, -6)","(12, -16)","(-12, -16)","(19, 7)","(19, -7)","(19, 8)","(19, -8)","(13, -16)","(-13, -16)","(19, 9)","(19, -9)","(14, -16)","(-14, -16)","(19, 10)","(19, -10)","(15, 0)","(15, 1)","(15, -1)","(15, 2)","(15, -2)","(15, 3)","(15, -3)","(15, 4)","(15, -4)","(15, 5)","(15, -5)","(0, -16)","(1, -16)","(-1, -16)","(2, -16)","(-2, -16)","(15, 6)","(15, -6)","(3, -16)","(-3, -16)","(4, -16)","(-4, -16)","(15, 7)","(15, -7)","(5, -16)","(-5, -16)","(15, 8)","(15, -8)","(6, -16)","(-6, -16)","(7, -16)","(-7, -16)","(15, 9)","(15, -9)","(8, -16)","(-8, -16)","(15, 10)","(15, -10)","(9, -16)","(-9, -16)","(15, 11)","(15, -11)","(10, -16)","(-10, -16)","(15, 12)","(15, -12)","(11, -16)","(-11, -16)","(15, 13)","(15, -13)","(-248, -89)","(-252, -89)",1,4,200,6679
"(5, 0)","(0, -16)","(1, -16)","(-1, -16)","(2, -16)","(-2, -16)","(3, -16)","(-3, -16)","(4, -16)","(-4, -16)","(5, -16)","(-5, -16)","(6, -16)","(-6, -16)","(7, -16)","(-7, -16)","(8, -16)","(-8, -16)","(9, -16)","(-9, -16)","(10, -16)","(-10, -16)","(11, -16)","(-11, -16)","(20, 0)","(12, -16)","(-12, -16)","(20, 1)","(20, -1)","(20, 2)","(20, -2)","(20, 3)","(20, -3)","(20, 4)","(20, -4)","(20, 5)","(20, -5)","(13, -16)","(-13, -16)","(20, 6)","(20, -6)","(20, 7)","(20, -7)","(14, -16)","(-14, -16)","(20, 8)","(20, -8)","(20, 9)","(20, -9)","(15, -16)","(-15, -16)","(15, 0)","(15, 1)","(15, -1)","(15, 2)","(15, -2)","(15, 3)","(15, -3)","(15, 4)","(15, -4)","(15, 5)","(15, -5)","(0, -16)","(1, -16)","(-1, -16)","(2, -16)","(-2, -16)","(15, 6)","(15, -6)","(3, -16)","(-3, -16)","(4, -16)","(-4, -16)","(15, 7)","(15, -7)","(5, -16)","(-5, -16)","(15, 8)","(15, -8)","(6, -16)","(-6, -16)","(7, -16)","(-7, -16)","(15, 9)","(15, -9)","(8, -16)","(-8, -16)","(15, 10)","(15, -10)","(9, -16)","(-9, -16)","(15, 11)","(15, -11)","(10, -16)","(-10, -16)","(15, 12)","(15, -12)","(11, -16)","(-11, -16)","(15, 13)","(15, -13)","(-247, -89)","(-252, -89)",1,4,200,6714
"(6, 0)","(0, -16)","(1, -16)","(-1, -16)","(2, -16)","(-2, -16)","(3, -16)","(-3, -16)","(4, -16)","(-4, -16)","(5, -16)","(-5, -16)","(6, -16)","(-6, -16)","(7, -16)","(-7, -16)","(8, -16)","(-8, -16)","(9, -16)","(-9, -16)","(10, -16)","(-10, -16)","(11, -16)","(-11, -16)","(12, -16)","(-12, -16)","(13, -16)","(-13, -16)","(21, 0)","(21, 1)","(21, -1)","(21, 2)","(21, -2)","(21, 3)","(21, -3)","(14, -16)","(-14, -16)","(21, 4)","(21, -4)","(21, 5)","(21, -5)","(21, 6)","(21, -6)","(15, -16)","(-15, -16)","(21, 7)","(21, -7)","(21, 8)","(21, -8)","(16, -16)","(-16, -16)","(15, 0)","(15, 1)","(15, -1)","(15, 2)","(15, -2)","(15, 3)","(15, -3)","(15, 4)","(15, -4)","(15, 5)","(15, -5)","(0, -16)","(1, -16)","(-1, -16)","(2, -16)","(-2, -16)","(15, 6)","(15, -6)","(3, -16)","(-3, -16)","(4, -16)","(-4, -16)","(15, 7)","(15, -7)","(5, -16)","(-5, -16)","(15, 8)","(15, -8)","(6, -16)","(-6, -16)","(7, -16)","(-7, -16)","(15, 9)","(15, -9)","(8, -16)","(-8, -16)","(15, 10)","(15, -10)","(9, -16)","(-9, -16)","(15, 11)","(15, -11)","(10, -16)","(-10, -16)","(15, 12)","(15, -12)","(11, -16)","(-11, -16)","(15, 13)","(15, -13)","(-246, -89)","(-252, -89)",1,4,200,6750
"(7, 0)","(0, -16)","(1, -16)","(-1, -16)","(2, -16)","(-2, -16)","(3, -16)","(-3, -16)","(4, -16)","(-4, -16)","(5, -16)","(-5, -16)","(6, -16)","(-6, -16)","(7, -16)","(-7, -16)","(8, -16)","(-8, -16)","(9, -16)","(-9, -16)","(10, -16)","(-10, -16)","(11, -16)","(-11, -16)","(12, -16)","(-12, -16)","(13, -16)","(-13, -16)","(14, -16)","(-14, -16)","(15, -16)","(-15, -16)","(22, 0)","(22, 1)","(22, -1)","(22, 2)","(22, -2)","(22, 3)","(22, -3)","(22, 4)","(22, -4)","(22, 5)","(22, -5)","(16, -16)","(-16, -16)","(22, 6)","(22, -6)","(22, 7)","(22, -7)","(17, -16)","(-17, -16)","(15, 0)","(15, 1)","(15, -1)","(15, 2)","(15, -2)","(15, 3)","(15, -3)","(15, 4)","(15, -4)","(15, 5)","(15, -5)","(0, -16)","(1, -16)","(-1, -16)","(2, -16)","(-2, -16)","(15, 6)","(15, -6)","(3, -16)","(-3, -16)","(4, -16)","(-4, -16)","(15, 7)","(15, -7)","(5, -16)","(-5, -16)","(15, 8)","(15, -8)","(6, -16)","(-6, -16)","(7, -16)","(-7, -16)","(15, 9)","(15, -9)","(8, -16)","(-8, -16)","(15, 10)","(15, -10)","(9, -16)","(-9, -16)","(15, 11)","(15, -11)","(10, -16)","(-10, -16)","(15, 12)","(15, -12)","(11, -16)","(-11, -16)","(15, 13)","(15, -13)","(-245, -89)","(-252, -89)",1,4,200,6786
"(8, 0)","(0, -16)","(1, -16)","(-1, -16)","(2, -16)","(-2, -16)","(3, -16)","(-3, -16)","(4, -16)","(-4, -16)","(5, -16)","(-5, -16)","(6, -16)","(-6, -16)","(7, -16)","(-7, -16)","(8, -16)","(-8, -16)","(9, -16)","(-9, -16)","(10, -16)","(-10, -16)","(11, -16)","(-11, -16)","(12, -16)","(-12, -16)","(13, -16)","(-13, -16)","(14, -16)","(-14, -16)","(15, -16)","(-15, -16)","(16, -16)","(-16, -16)","(23, 0)","(23, 1)","(23, -1)","(23, 2)","(23, -2)","(23, 3)","(23, -3)","(23, 4)","(23, -4)","(17, -16)","(-17, -16)","(23, 5)","(23, -5)","(23, 6)","(23, -6)","(23, 7)","(23, -7)","(15, 0)","(15, 1)","(15, -1)","(15, 2)","(15, -2)","(15, 3)","(15, -3)","(15, 4)","(15, -4)","(15, 5)","(15, -5)","(0, -16)","(1, -16)","(-1, -16)","(2, -16)","(-2, -16)","(15, 6)","(15, -6)","(3, -16)","(-3, -16)","(4, -16)","(-4, -16)","(15, 7)","(15, -7)","(5, -16)","(-5, -16)","(15, 8)","(15, -8)","(6, -16)","(-6, -16)","(7, -16)","(-7, -16)","(15, 9)","(15, -9)","(8, -16)","(-8, -16)","(15, 10)","(15, -10)","(9, -16)","(-9, -16)","(15, 11)","(15, -11)","(10, -16)","(-10, -16)","(15, 12)","(15, -12)","(11, -16)","(-11, -16)","(15, 13)","(15, -13)","(-244, -89)","(-252, -89)",1,4,200,6821
"(9, 0)","(0, -16)","(1, -16)","(-1, -16)","(2, -16)","(-2, -16)","(3, -16)","(-3, -16)","(4, -16)","(-4, -16)","(5, -16)","(-5, -16)","(6, -16)","(-6, -16)","(7, -16)","(-7, -16)","(8, -16)","(-8, -16)","(9, -16)","(-9, -16)","(10, -16)","(-10, -16)","(11, -16)","(-11, -16)","(12, -16)","(-12, -16)","(13, -16)","(-13, -16)","(14, -16)","(-14, -16)","(15, -16)","(-15, -16)","(16, -16)","(-16, -16)","(17, -16)","(-16, -17)","(24, 0)","(24, 1)","(24, -1)","(24, 2)","(24, -2)","(18, -16)","(-16, -18)","(24, 3)","(24, -3)","(24, 4)","(24, -4)","(24, 5)","(24, -5)","(24, 6)","(24, -6)","(15, 0)","(15, 1)","(15, -1)","(15, 2)","(15, -2)","(15, 3)","(15, -3)","(15, 4)","(15, -4)","(15, 5)","(15, -5)","(0, -16)","(1, -16)","(-1, -16)","(2, -16)","(-2, -16)","(15, 6)","(15, -6)","(3, -16)","(-3, -16)","(4, -16)","(-4, -16)","(15, 7)","(15, -7)","(5, -16)","(-5, -16)","(15, 8)","(15, -8)","(6, -16)","(-6, -16)","(7, -16)","(-7, -16)","(15, 9)","(15, -9)","(8, -16)","(-8, -16)","(15, 10)","(15, -10)","(9, -16)","(-9, -16)","(15, 11)","(15, -11)","(10, -16)","(-10, -16)","(15, 12)","(15, -12)","(11, -16)","(-11, -16)","(15, 13)","(15, -13)","(-243, -89)","(-252, -89)",1,4,200,6857
"(10, 0)","(0, -16)","(1, -16)","(-1, -16)","(2, -16)","(-2, -16)","(3, -16)","(-3, -16)","(4, -16)","(-4, -16)","(5, -16)","(-5, -16)","(6, -16)","(-6, -16)","(7, -16)","(-7, -16)","(8, -16)","(-8, -16)","(9, -16)","(-9, -16)","(10, -16)","(-10, -16)","(11, -16)","(-11, -16)","(12, -16)","(-12, -16)","(13, -16)","(-13, -16)","(14, -16)","(-14, -16)","(15, -16)","(-15, -16)","(16, -16)","(-15, -17)","(17, -16)","(-15, -18)","(18, -16)","(-15, -19)","(19, -16)","(25, 0)","(-15, -20)","(25, 1)","(25, -1)","(25, 2)","(25, -2)","(25, 3)","(25, -3)","(25, 4)","(25, -4)","(25, 5)","(25, -5)","(15, 0)","(15, 1)","(15, -1)","(15, 2)","(15, -2)","(15, 3)","(15, -3)","(15, 4)","(15, -4)","(15, 5)","(15, -5)","(0, -16)","(1, -16)","(-1, -16)","(2, -16)","(-2, -16)","(15, 6)","(15, -6)","(3, -16)","(-3, -16)","(4, -16)","(-4, -16)","(15, 7)","(15, -7)","(5, -16)","(-5, -16)","(15, 8)","(15, -8)","(6, -16)","(-6, -16)","(7, -16)","(-7, -16)","(15, 9)","(15, -9)","(8, -16)","(-8, -16)","(15, 10)","(15, -10)","(9, -16)","(-9, -16)","(15, 11)","(15, -11)","(10, -16)","(-10, -16)","(15, 12)","(15, -12)","(11, -16)","(-11, -16)","(15, 13)","(15, -13)","(-242, -89)","(-252, -89)",1,4,200,6893
