P1_to_P2_relative_position,P1_to_obs_point_0_relative_position,P1_to_obs_point_1_relative_position,P1_to_obs_point_2_relative_position,P1_to_obs_point_3_relative_position,P1_to_obs_point_4_relative_position,P1_to_obs_point_5_relative_position,P1_to_obs_point_6_relative_position,P1_to_obs_point_7_relative_position,P1_to_obs_point_8_relative_position,P1_to_obs_point_9_relative_position,P1_to_obs_point_10_relative_position,P1_to_obs_point_11_relative_position,P1_to_obs_point_12_relative_position,P1_to_obs_point_13_relative_position,P1_to_obs_point_14_relative_position,P1_to_obs_point_15_relative_position,P1_to_obs_point_16_relative_position,P1_to_obs_point_17_relative_position,P1_to_obs_point_18_relative_position,P1_to_obs_point_19_relative_position,P1_to_obs_point_20_relative_position,P1_to_obs_point_21_relative_position,P1_to_obs_point_22_relative_position,P1_to_obs_point_23_relative_position,P1_to_obs_point_24_relative_position,P1_to_obs_point_25_relative_position,P1_to_obs_point_26_relative_position,P1_to_obs_point_27_relative_position,P1_to_obs_point_28_relative_position,P1_to_obs_point_29_relative_position,P1_to_obs_point_30_relative_position,P1_to_obs_point_31_relative_position,P1_to_obs_point_32_relative_position,P1_to_obs_point_33_relative_position,P1_to_obs_point_34_relative_position,P1_to_obs_point_35_relative_position,P1_to_obs_point_36_relative_position,P1_to_obs_point_37_relative_position,P1_to_obs_point_38_relative_position,P1_to_obs_point_39_relative_position,P1_to_obs_point_40_relative_position,P1_to_obs_point_41_relative_position,P1_to_obs_point_42_relative_position,P1_to_obs_point_43_relative_position,P1_to_obs_point_44_relative_position,P1_to_obs_point_45_relative_position,P1_to_obs_point_46_relative_position,P1_to_obs_point_47_relative_position,P1_to_obs_point_48_relative_position,P1_to_obs_point_49_relative_position,P2_to_obs_point_0_relative_position,P2_to_obs_point_1_relative_position,P2_to_obs_point_2_relative_position,P2_to_obs_point_3_relative_position,P2_to_obs_point_4_relative_position,P2_to_obs_point_5_relative_position,P2_to_obs_point_6_relative_position,P2_to_obs_point_7_relative_position,P2_to_obs_point_8_relative_position,P2_to_obs_point_9_relative_position,P2_to_obs_point_10_relative_position,P2_to_obs_point_11_relative_position,P2_to_obs_point_12_relative_position,P2_to_obs_point_13_relative_position,P2_to_obs_point_14_relative_position,P2_to_obs_point_15_relative_position,P2_to_obs_point_16_relative_position,P2_to_obs_point_17_relative_position,P2_to_obs_point_18_relative_position,P2_to_obs_point_19_relative_position,P2_to_obs_point_20_relative_position,P2_to_obs_point_21_relative_position,P2_to_obs_point_22_relative_position,P2_to_obs_point_23_relative_position,P2_to_obs_point_24_relative_position,P2_to_obs_point_25_relative_position,P2_to_obs_point_26_relative_position,P2_to_obs_point_27_relative_position,P2_to_obs_point_28_relative_position,P2_to_obs_point_29_relative_position,P2_to_obs_point_30_relative_position,P2_to_obs_point_31_relative_position,P2_to_obs_point_32_relative_position,P2_to_obs_point_33_relative_position,P2_to_obs_point_34_relative_position,P2_to_obs_point_35_relative_position,P2_to_obs_point_36_relative_position,P2_to_obs_point_37_relative_position,P2_to_obs_point_38_relative_position,P2_to_obs_point_39_relative_position,P2_to_obs_point_40_relative_position,P2_to_obs_point_41_relative_position,P2_to_obs_point_42_relative_position,P2_to_obs_point_43_relative_position,P2_to_obs_point_44_relative_position,P2_to_obs_point_45_relative_position,P2_to_obs_point_46_relative_position,P2_to_obs_point_47_relative_position,P2_to_obs_point_48_relative_position,P2_to_obs_point_49_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(0, -1)","(31, 27)","(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, -2)","(45, 3)","(45, 4)","(31, 33)","(45, 5)","(45, 6)","(45, 7)","(45, 8)","(45, 9)","(31, 34)","(45, 10)","(45, 11)","(45, 12)","(31, 35)","(45, 13)","(45, 14)","(45, 15)","(31, 36)","(45, 16)","(45, 17)","(31, 37)","(45, 18)","(45, 19)","(31, 38)","(45, 20)","(31, 39)",,,,,,,,,,,,,,,"(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, 3)","(45, 4)","(31, 33)","(45, 5)","(45, 6)","(45, 7)","(45, 8)","(45, 9)","(31, 34)","(45, 10)","(45, 11)","(45, 12)","(31, 35)","(45, 13)","(45, 14)","(45, 15)","(31, 36)","(45, 16)","(45, 17)","(31, 37)","(45, 18)","(45, 19)","(31, 38)","(45, 20)","(45, 21)","(31, 39)",,,,,,,,,,,,,,,,"(-419, 340)","(-419, 341)",2,4,200,12071
"(0, -2)","(31, 26)","(31, 27)","(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, -2)","(45, 3)","(45, -3)","(45, 4)","(31, 33)","(45, 5)","(45, 6)","(45, 7)","(45, 8)","(45, 9)","(31, 34)","(45, 10)","(45, 11)","(45, 12)","(31, 35)","(45, 13)","(45, 14)","(45, 15)","(31, 36)","(45, 16)","(45, 17)","(31, 37)","(45, 18)","(45, 19)","(45, 20)","(45, 21)","(31, 39)",,,,,,,,,,,,,"(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, 3)","(45, 4)","(31, 33)","(45, 5)","(45, 6)","(45, 7)","(45, 8)","(45, 9)","(31, 34)","(45, 10)","(45, 11)","(45, 12)","(31, 35)","(45, 13)","(45, 14)","(45, 15)","(31, 36)","(45, 16)","(45, 17)","(31, 37)","(45, 18)","(45, 19)","(31, 38)","(45, 20)","(45, 21)","(31, 39)",,,,,,,,,,,,,,,,"(-419, 339)","(-419, 341)",2,4,200,12107
"(0, -3)","(31, 25)","(31, 26)","(31, 27)","(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, -2)","(45, 3)","(45, -3)","(45, 4)","(45, -4)","(31, 33)","(45, 5)","(45, 6)","(45, 7)","(45, 8)","(45, 9)","(31, 34)","(45, 10)","(45, 11)","(45, 12)","(31, 35)","(45, 13)","(45, 14)","(45, 15)","(31, 36)","(45, 16)","(45, 17)","(31, 37)","(45, 19)","(31, 38)","(45, 20)","(45, 21)","(31, 39)",,,,,,,,,,,"(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, 3)","(45, 4)","(31, 33)","(45, 5)","(45, 6)","(45, 7)","(45, 8)","(45, 9)","(31, 34)","(45, 10)","(45, 11)","(45, 12)","(31, 35)","(45, 13)","(45, 14)","(45, 15)","(31, 36)","(45, 16)","(45, 17)","(31, 37)","(45, 18)","(45, 19)","(31, 38)","(45, 20)","(45, 21)","(31, 39)",,,,,,,,,,,,,,,,"(-419, 338)","(-419, 341)",2,4,200,12143
"(0, -4)","(31, 24)","(31, 25)","(31, 26)","(31, 27)","(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, -2)","(45, 3)","(45, -3)","(45, 4)","(45, -4)","(31, 33)","(45, 5)","(45, -5)","(45, 6)","(45, 7)","(45, 8)","(45, 9)","(31, 34)","(45, 10)","(45, 11)","(45, 12)","(31, 35)","(45, 13)","(45, 14)","(45, 15)","(31, 36)","(45, 16)","(31, 37)","(45, 18)","(45, 19)","(31, 38)","(45, 20)","(45, 21)","(31, 39)",,,,,,,,,"(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, 3)","(45, 4)","(31, 33)","(45, 5)","(45, 6)","(45, 7)","(45, 8)","(45, 9)","(31, 34)","(45, 10)","(45, 11)","(45, 12)","(31, 35)","(45, 13)","(45, 14)","(45, 15)","(31, 36)","(45, 16)","(45, 17)","(31, 37)","(45, 18)","(45, 19)","(31, 38)","(45, 20)","(45, 21)","(31, 39)",,,,,,,,,,,,,,,,"(-419, 337)","(-419, 341)",2,4,200,12179
"(0, -5)","(31, 23)","(31, 24)","(31, 25)","(31, 26)","(31, 27)","(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, -2)","(45, 3)","(45, -3)","(45, 4)","(45, -4)","(31, 33)","(45, 5)","(45, -5)","(45, 6)","(45, -6)","(45, 7)","(45, 8)","(45, 9)","(31, 34)","(45, 10)","(45, 11)","(45, 12)","(31, 35)","(45, 13)","(45, 14)","(45, 15)","(45, 16)","(45, 17)","(31, 37)","(45, 18)","(45, 19)","(31, 38)","(45, 20)","(45, 21)","(31, 39)",,,,,,,"(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, 3)","(45, 4)","(31, 33)","(45, 5)","(45, 6)","(45, 7)","(45, 8)","(45, 9)","(31, 34)","(45, 10)","(45, 11)","(45, 12)","(31, 35)","(45, 13)","(45, 14)","(45, 15)","(31, 36)","(45, 16)","(45, 17)","(31, 37)","(45, 18)","(45, 19)","(31, 38)","(45, 20)","(45, 21)","(31, 39)",,,,,,,,,,,,,,,,"(-419, 336)","(-419, 341)",2,4,200,12214
"(0, -6)","(31, 22)","(31, 23)","(31, 24)","(31, 25)","(31, 26)","(31, 27)","(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, -2)","(45, 3)","(45, -3)","(45, 4)","(45, -4)","(31, 33)","(45, 5)","(45, -5)","(45, 6)","(45, -6)","(45, 7)","(45, -7)","(45, 8)","(45, 9)","(31, 34)","(45, 10)","(45, 11)","(45, 12)","(31, 35)","(45, 13)","(45, 15)","(31, 36)","(45, 16)","(45, 17)","(31, 37)","(45, 18)","(45, 19)","(31, 38)","(45, 20)","(45, 21)","(31, 39)",,,,,"(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, 3)","(45, 4)","(31, 33)","(45, 5)","(45, 6)","(45, 7)","(45, 8)","(45, 9)","(31, 34)","(45, 10)","(45, 11)","(45, 12)","(31, 35)","(45, 13)","(45, 14)","(45, 15)","(31, 36)","(45, 16)","(45, 17)","(31, 37)","(45, 18)","(45, 19)","(31, 38)","(45, 20)","(45, 21)","(31, 39)",,,,,,,,,,,,,,,,"(-419, 335)","(-419, 341)",2,4,200,12250
"(0, -7)","(31, 21)","(31, 22)","(31, 23)","(31, 24)","(31, 25)","(31, 26)","(31, 27)","(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, -2)","(45, 3)","(45, -3)","(45, 4)","(45, -4)","(31, 33)","(45, 5)","(45, -5)","(45, 6)","(45, -6)","(45, 7)","(45, -7)","(45, 8)","(45, -8)","(45, 9)","(31, 34)","(45, 10)","(45, 11)","(45, 12)","(45, 13)","(45, 14)","(45, 15)","(31, 36)","(45, 16)","(45, 17)","(31, 37)","(45, 18)","(45, 19)","(31, 38)","(45, 20)","(45, 21)","(31, 39)",,,"(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, 3)","(45, 4)","(31, 33)","(45, 5)","(45, 6)","(45, 7)","(45, 8)","(45, 9)","(31, 34)","(45, 10)","(45, 11)","(45, 12)","(31, 35)","(45, 13)","(45, 14)","(45, 15)","(31, 36)","(45, 16)","(45, 17)","(31, 37)","(45, 18)","(45, 19)","(31, 38)","(45, 20)","(45, 21)","(31, 39)",,,,,,,,,,,,,,,,"(-419, 334)","(-419, 341)",2,4,200,12286
"(0, -8)","(31, 20)","(31, 21)","(31, 22)","(31, 23)","(31, 24)","(31, 25)","(31, 26)","(31, 27)","(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, -2)","(45, 3)","(45, -3)","(45, 4)","(45, -4)","(31, 33)","(45, 5)","(45, -5)","(45, 6)","(45, -6)","(45, 7)","(45, -7)","(45, 8)","(45, -8)","(45, 9)","(45, -9)","(31, 34)","(45, 10)","(45, 12)","(31, 35)","(45, 13)","(45, 14)","(45, 15)","(31, 36)","(45, 16)","(45, 17)","(31, 37)","(45, 18)","(45, 19)","(31, 38)","(45, 20)","(45, 21)",,"(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, 3)","(45, 4)","(31, 33)","(45, 5)","(45, 6)","(45, 7)","(45, 8)","(45, 9)","(31, 34)","(45, 10)","(45, 11)","(45, 12)","(31, 35)","(45, 13)","(45, 14)","(45, 15)","(31, 36)","(45, 16)","(45, 17)","(31, 37)","(45, 18)","(45, 19)","(31, 38)","(45, 20)","(45, 21)","(31, 39)",,,,,,,,,,,,,,,,"(-419, 333)","(-419, 341)",2,4,200,12321
"(0, -9)","(31, 19)","(31, 20)","(31, 21)","(31, 22)","(31, 23)","(31, 24)","(31, 25)","(31, 26)","(31, 27)","(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, -2)","(45, 3)","(45, -3)","(45, 4)","(45, -4)","(31, 33)","(45, 5)","(45, -5)","(45, 6)","(45, -6)","(45, 7)","(45, -7)","(45, 8)","(45, -8)","(45, 9)","(45, -9)","(31, 34)","(45, -10)","(45, 11)","(45, 12)","(31, 35)","(45, 13)","(45, 14)","(45, 15)","(31, 36)","(45, 16)","(45, 17)","(31, 37)","(45, 18)","(45, 19)","(31, 38)",,"(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, 3)","(45, 4)","(31, 33)","(45, 5)","(45, 6)","(45, 7)","(45, 8)","(45, 9)","(31, 34)","(45, 10)","(45, 11)","(45, 12)","(31, 35)","(45, 13)","(45, 14)","(45, 15)","(31, 36)","(45, 16)","(45, 17)","(31, 37)","(45, 18)","(45, 19)","(31, 38)","(45, 20)","(45, 21)","(31, 39)",,,,,,,,,,,,,,,,"(-419, 332)","(-419, 341)",2,4,200,12357
"(0, -10)","(31, 18)","(31, 19)","(31, 20)","(31, 21)","(31, 22)","(31, 23)","(31, 24)","(31, 25)","(31, 26)","(31, 27)","(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, -2)","(45, 3)","(45, -3)","(45, 4)","(45, -4)","(31, 33)","(45, 5)","(45, -5)","(45, 6)","(45, -6)","(45, 7)","(45, -7)","(45, 8)","(45, -8)","(45, 9)","(45, -9)","(45, 10)","(45, -10)","(45, 11)","(45, -11)","(45, 12)","(31, 35)","(45, 13)","(45, 14)","(45, 15)","(31, 36)","(45, 16)","(45, 17)","(31, 37)","(45, 18)",,"(31, 28)","(31, 29)","(31, 30)","(31, 31)","(31, 32)","(45, 0)","(45, 1)","(45, -1)","(45, 2)","(45, 3)","(45, 4)","(31, 33)","(45, 5)","(45, 6)","(45, 7)","(45, 8)","(45, 9)","(31, 34)","(45, 10)","(45, 11)","(45, 12)","(31, 35)","(45, 13)","(45, 14)","(45, 15)","(31, 36)","(45, 16)","(45, 17)","(31, 37)","(45, 18)","(45, 19)","(31, 38)","(45, 20)","(45, 21)","(31, 39)",,,,,,,,,,,,,,,,"(-419, 331)","(-419, 341)",2,4,200,12393
