P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score
98,129,3,0,0,100,98,128,4,0,0,100,16:29:30,5964,200
98,130,3,0,0,100,98,128,4,0,0,100,16:29:31,6000,200
98,131,3,0,0,100,98,128,4,0,0,100,16:29:31,6037,200
98,132,3,0,0,100,98,128,4,0,0,100,16:29:31,6074,200
98,133,3,0,0,100,98,128,4,0,0,100,16:29:31,6111,200
98,134,3,0,0,100,98,128,4,0,0,100,16:29:31,6148,200
98,135,3,0,0,100,98,128,4,0,0,100,16:29:31,6185,200
98,136,3,0,0,100,98,128,4,0,0,100,16:29:31,6222,200
98,137,3,0,0,100,98,128,4,0,0,100,16:29:31,6778,200
98,138,3,0,0,100,98,128,4,0,0,100,16:29:31,6815,200
98,139,3,0,0,100,98,128,4,0,0,100,16:29:31,6852,200
98,140,3,0,0,100,98,128,4,0,0,100,16:29:31,6889,200
98,141,3,0,0,100,98,128,4,0,0,100,16:29:31,6926,200
98,142,3,0,0,100,98,128,4,0,0,100,16:29:31,6963,200
98,143,3,0,0,100,98,128,4,0,0,100,16:29:32,7000,200
98,144,3,0,0,100,98,128,4,0,0,100,16:29:32,7034,200
98,145,3,0,0,100,98,128,4,0,0,100,16:29:32,7069,200
98,146,3,0,0,100,98,128,4,0,0,100,16:29:32,7103,200
98,147,3,0,0,100,98,128,4,0,0,100,16:29:32,7138,200
99,147,1,0,0,100,98,128,4,0,0,100,16:29:32,7172,200
100,147,1,0,0,100,98,128,4,0,0,100,16:29:32,7207,200
101,147,1,0,0,100,98,128,4,0,0,100,16:29:32,7241,200
102,147,1,0,0,100,98,128,4,0,0,100,16:29:32,7276,200
103,147,1,0,0,100,98,128,4,0,0,100,16:29:32,7310,200
104,147,1,0,0,100,98,128,4,0,0,100,16:29:32,7345,200
105,147,1,0,0,100,98,128,4,0,0,100,16:29:32,7379,200
106,147,1,0,0,100,98,128,4,0,0,100,16:29:32,7414,200
107,147,1,0,0,100,98,128,4,0,0,100,16:29:32,7448,200
108,147,1,0,0,100,98,128,4,0,0,100,16:29:32,7483,200
109,147,1,0,0,100,98,128,4,0,0,100,16:29:32,7517,200
109,148,3,0,0,100,98,128,4,0,0,100,16:29:32,7552,200
109,149,3,0,0,100,98,128,4,0,0,100,16:29:32,7586,200
109,150,3,0,0,100,98,128,4,0,0,100,16:29:32,7621,200
109,151,3,0,0,100,99,128,1,0,0,100,16:29:32,7655,200
109,152,3,0,0,100,100,128,1,0,0,100,16:29:32,7690,200
109,153,3,0,0,100,101,128,1,0,0,100,16:29:32,7724,200
109,154,3,0,0,100,102,128,1,0,0,100,16:29:32,7759,200
109,155,3,0,0,100,103,128,1,0,0,100,16:29:32,7793,200
109,156,3,0,0,100,104,128,1,0,0,100,16:29:32,7828,200
109,157,3,0,0,100,105,128,1,0,0,100,16:29:32,7862,200
109,158,3,0,0,100,106,128,1,0,0,100,16:29:32,7897,200
109,159,3,0,0,100,107,128,1,0,0,100,16:29:32,7931,200
109,160,3,0,0,100,108,128,1,0,0,100,16:29:32,7966,200
109,161,3,0,0,100,109,128,1,0,0,100,16:29:33,8000,200
109,162,3,0,0,100,110,128,1,0,0,100,16:29:33,8037,200
109,163,3,0,0,100,111,128,1,0,0,100,16:29:33,8074,200
